,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2022-08-06,Sat,Matchweek 1,Away,L 0–2,Aston Villa,Bournemouth,Y,CB,90,57,64,89.1,1149,353,10,13,76.9,43,45,95.6,4,6,66.7,0,0.0,0.0,0,9,0,0,5,Match Report
2,2022-08-20,Sat,Matchweek 3,Away,L 1–3,Aston Villa,Crystal Palace,Y,CB,90,45,50,90.0,797,267,15,15,100.0,28,31,90.3,1,3,33.3,0,0.0,0.0,0,2,0,0,1,Match Report
3,2022-08-28,Sun,Matchweek 4,Home,L 0–1,Aston Villa,West Ham,Y,CB,90,65,70,92.9,1218,441,31,32,96.9,27,30,90.0,7,8,87.5,0,0.0,0.0,0,2,0,0,0,Match Report
4,2022-08-31,Wed,Matchweek 5,Away,L 1–2,Aston Villa,Arsenal,Y,CB,90,28,37,75.7,516,154,10,14,71.4,16,17,94.1,2,6,33.3,0,0.0,0.0,0,0,0,0,0,Match Report
5,2022-09-03,Sat,Matchweek 6,Home,D 1–1,Aston Villa,Manchester City,Y,CB,90,24,33,72.7,402,98,9,9,100.0,13,15,86.7,1,7,14.3,0,0.0,0.0,0,0,0,0,0,Match Report
6,2022-09-16,Fri,Matchweek 8,Home,W 1–0,Aston Villa,Southampton,Y,CB,90,25,35,71.4,545,249,3,4,75.0,19,22,86.4,3,9,33.3,0,0.0,0.0,0,1,0,0,0,Match Report
7,2022-10-02,Sun,Matchweek 9,Away,D 0–0,Aston Villa,Leeds United,Y,"CB,RB",90,44,61,72.1,724,269,23,26,88.5,15,20,75.0,4,9,44.4,0,0.0,0.0,0,2,1,0,3,Match Report
8,2022-10-10,Mon,Matchweek 10,Away,D 1–1,Aston Villa,Nott'ham Forest,Y,CB,90,77,81,95.1,1581,563,24,25,96.0,40,41,97.6,13,15,86.7,0,0.0,0.0,0,6,0,0,3,Match Report
9,2022-10-16,Sun,Matchweek 11,Home,L 0–2,Aston Villa,Chelsea,Y,CB,90,36,47,76.6,713,209,10,12,83.3,22,24,91.7,4,9,44.4,0,0.1,0.0,1,2,0,0,3,Match Report
10,2022-10-20,Thu,Matchweek 12,Away,L 0–3,Aston Villa,Fulham,Y,"CB,RB",90,33,46,71.7,548,275,16,20,80.0,12,16,75.0,4,7,57.1,0,0.4,0.3,3,1,3,2,3,Match Report
11,2022-10-23,Sun,Matchweek 13,Home,W 4–0,Aston Villa,Brentford,Y,CB,90,24,28,85.7,430,136,8,10,80.0,15,17,88.2,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Match Report
12,2022-10-29,Sat,Matchweek 14,Away,L 0–4,Aston Villa,Newcastle Utd,Y,CB,90,37,44,84.1,600,285,20,21,95.2,15,15,100.0,2,7,28.6,0,0.0,0.0,0,0,0,0,0,Match Report
14,2022-11-13,Sun,Matchweek 16,Away,W 2–1,Aston Villa,Brighton,Y,CB,90,31,38,81.6,599,181,12,12,100.0,16,17,94.1,3,7,42.9,0,0.0,0.0,0,0,0,0,0,Match Report
15,2022-12-26,Mon,Matchweek 17,Home,L 1–3,Aston Villa,Liverpool,Y,CB,90,41,45,91.1,737,282,13,15,86.7,26,26,100.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0,Match Report
16,2023-01-01,Sun,Matchweek 18,Away,W 2–0,Aston Villa,Tottenham,Y,CB,81,31,32,96.9,577,207,13,13,100.0,14,14,100.0,4,5,80.0,0,0.0,0.0,0,1,0,0,0,Match Report
17,2023-01-04,Wed,Matchweek 19,Home,D 1–1,Aston Villa,Wolves,Y,CB,90,63,70,90.0,1224,251,13,15,86.7,47,49,95.9,2,4,50.0,0,0.0,0.0,0,7,0,0,2,Match Report
18,2023-01-13,Fri,Matchweek 20,Home,W 2–1,Aston Villa,Leeds United,Y,CB,90,44,55,80.0,926,293,12,13,92.3,26,32,81.3,6,8,75.0,0,0.0,0.0,0,2,0,0,0,Match Report
19,2023-01-21,Sat,Matchweek 21,Away,W 1–0,Aston Villa,Southampton,Y,CB,90,55,59,93.2,927,285,26,29,89.7,26,26,100.0,3,4,75.0,0,0.0,0.0,0,0,0,0,1,Match Report
