,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2022-08-27,Sat,Matchweek 4,Home,W 1–0,Brighton,Leeds United,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2022-11-13,Sun,Matchweek 16,Home,L 1–2,Brighton,Aston Villa,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
3,2022-12-26,Mon,Matchweek 17,Away,W 3–1,Brighton,Southampton,N,FW,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
4,2022-12-31,Sat,Matchweek 18,Home,L 2–4,Brighton,Arsenal,N,FW,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2023-01-03,Tue,Matchweek 19,Away,W 4–1,Brighton,Everton,Y,FW,70,4,4,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
6,2023-01-14,Sat,Matchweek 20,Home,W 3–0,Brighton,Liverpool,Y,FW,65,2,2,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
7,2023-01-21,Sat,Matchweek 21,Away,D 2–2,Brighton,Leicester City,N,FW,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
9,2023-02-11,Sat,Matchweek 23,Away,D 1–1,Brighton,Crystal Palace,N,FW,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2023-02-18,Sat,Matchweek 24,Home,L 0–1,Brighton,Fulham,Y,FW,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2023-03-04,Sat,Matchweek 26,Home,W 4–0,Brighton,West Ham,Y,FW,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
12,2023-03-11,Sat,Matchweek 27,Away,D 2–2,Brighton,Leeds United,Y,FW,67,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
13,2023-03-15,Wed,Matchweek 8,Home,W 1–0,Brighton,Crystal Palace,N,FW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2023-04-04,Tue,Matchweek 7,Away,W 2–0,Brighton,Bournemouth,Y,FW,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
16,2023-04-08,Sat,Matchweek 30,Away,L 1–2,Brighton,Tottenham,N,FW,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
17,2023-04-15,Sat,Matchweek 31,Away,W 2–1,Brighton,Chelsea,Y,FW,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
19,2023-05-08,Mon,Matchweek 35,Home,L 1–5,Brighton,Everton,N,FW,45,6,3,0,1,2,0,0,0,0,0,0,0,0,0,Match Report
20,2023-05-14,Sun,Matchweek 36,Away,W 3–0,Brighton,Arsenal,Y,FW,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
21,2023-05-18,Thu,Matchweek 25,Away,L 1–4,Brighton,Newcastle Utd,N,FW,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
22,2023-05-21,Sun,Matchweek 37,Home,W 3–1,Brighton,Southampton,Y,FW,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
23,2023-05-24,Wed,Matchweek 32,Home,D 1–1,Brighton,Manchester City,N,FW,39,2,0,0,0,2,0,0,0,0,0,0,0,0,0,Match Report
24,2023-05-28,Sun,Matchweek 38,Away,L 1–2,Brighton,Aston Villa,Y,FW,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
