,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2022-08-06,Sat,Matchweek 1,Away,W 1–0,Chelsea,Everton,Y,LM,64,1,0,0,0,0,1,0,1,0,0,0,0,1,0,Match Report
1,2022-08-14,Sun,Matchweek 2,Home,D 2–2,Chelsea,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2022-08-21,Sun,Matchweek 3,Away,L 0–3,Chelsea,Leeds United,N,LW,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
3,2022-08-27,Sat,Matchweek 4,Home,W 2–1,Chelsea,Leicester City,N,WB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
4,2022-08-30,Tue,Matchweek 5,Away,L 1–2,Chelsea,Southampton,N,WB,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2022-09-03,Sat,Matchweek 6,Home,W 2–1,Chelsea,West Ham,N,LM,19,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
6,2022-10-01,Sat,Matchweek 9,Away,W 2–1,Chelsea,Crystal Palace,Y,LB,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
7,2022-10-08,Sat,Matchweek 10,Home,W 3–0,Chelsea,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
8,2022-10-16,Sun,Matchweek 11,Away,W 2–0,Chelsea,Aston Villa,Y,WB,90,3,3,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
10,2022-10-22,Sat,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,Y,"LB,WB",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2022-10-29,Sat,Matchweek 14,Away,L 1–4,Chelsea,Brighton,N,LB,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2023-02-03,Fri,Matchweek 22,Home,D 0–0,Chelsea,Fulham,N,LB,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,Match Report
14,2023-02-11,Sat,Matchweek 23,Away,D 1–1,Chelsea,West Ham,N,LB,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2023-02-18,Sat,Matchweek 24,Home,L 0–1,Chelsea,Southampton,Y,LB,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
16,2023-02-26,Sun,Matchweek 25,Away,L 0–2,Chelsea,Tottenham,Y,LB,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
17,2023-03-04,Sat,Matchweek 26,Home,W 1–0,Chelsea,Leeds United,Y,LM,90,2,0,2,0,0,0,0,1,0,1,0,0,0,0,Match Report
18,2023-03-11,Sat,Matchweek 27,Away,W 3–1,Chelsea,Leicester City,Y,"LM,WB",71,3,0,3,0,0,0,0,0,0,0,0,0,0,0,Match Report
19,2023-03-18,Sat,Matchweek 28,Home,D 2–2,Chelsea,Everton,Y,LM,90,9,5,4,0,0,0,0,0,0,0,0,0,0,0,Match Report
20,2023-04-01,Sat,Matchweek 29,Home,L 0–2,Chelsea,Aston Villa,Y,"WB,CB",90,4,1,2,0,1,0,0,0,0,0,0,0,0,0,Match Report
21,2023-04-04,Tue,Matchweek 8,Home,D 0–0,Chelsea,Liverpool,Y,WB,77,3,1,2,0,0,0,0,0,0,0,0,0,0,0,Match Report
22,2023-04-08,Sat,Matchweek 30,Away,L 0–1,Chelsea,Wolves,N,LB,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
23,2023-04-15,Sat,Matchweek 31,Home,L 1–2,Chelsea,Brighton,Y,LB,90,3,2,1,0,0,0,0,0,0,0,0,0,0,0,Match Report
24,2023-04-26,Wed,Matchweek 33,Home,L 0–2,Chelsea,Brentford,Y,"LB,WB",90,3,1,1,0,0,1,0,0,0,0,0,0,0,0,Match Report
25,2023-05-02,Tue,Matchweek 34,Away,L 1–3,Chelsea,Arsenal,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
26,2023-05-06,Sat,Matchweek 35,Away,W 3–1,Chelsea,Bournemouth,Y,LB,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
