,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2022-08-07,Sun,Matchweek 1,Home,L 1–2,Manchester Utd,Brighton,Y,"FW,CM",90,0,0,0,0,3,2,0,0,76,2,0,1,0.1,0.1,0.1,7,0,46,65,70.8,12,38,0,0,0,5,1,0,0,0,0,0,0,0,0,0,760,289,24,85.7,15,21,71.4,4,11,36.4,0.1,3,9,2,1
1,2022-08-13,Sat,Matchweek 2,Away,L 0–4,Manchester Utd,Brentford,Y,DM,86,0,0,0,0,2,1,0,0,85,0,2,1,0.3,0.3,0.0,2,0,61,75,81.3,2,40,1,0,0,2,0,0,0,0,0,0,0,0,0,0,902,199,36,97.3,21,25,84.0,3,8,37.5,0.2,0,6,0,0
2,2022-08-22,Mon,Matchweek 3,Home,W 2–1,Manchester Utd,Liverpool,Y,"DM,RM",85,0,0,0,0,3,1,0,0,35,0,0,3,0.1,0.1,0.0,1,0,15,26,57.7,3,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,192,68,13,81.3,1,3,33.3,1,6,16.7,0.0,0,1,1,0
3,2022-08-27,Sat,Matchweek 4,Away,W 1–0,Manchester Utd,Southampton,Y,"DM,AM",89,0,0,0,0,1,0,0,0,56,0,0,0,0.5,0.5,0.3,2,0,37,50,74.0,6,32,0,1,0,0,2,0,0,0,0,0,0,0,0,0,727,264,15,78.9,15,17,88.2,5,10,50.0,0.2,2,5,1,0
4,2022-09-01,Thu,Matchweek 5,Away,W 1–0,Manchester Utd,Leicester City,Y,"DM,AM",90,0,0,0,0,2,1,0,0,68,0,0,2,0.1,0.1,0.0,0,0,48,62,77.4,4,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,794,206,24,92.3,16,20,80.0,6,13,46.2,0.0,0,1,0,0
5,2022-09-04,Sun,Matchweek 6,Home,W 3–1,Manchester Utd,Arsenal,Y,"DM,LW",90,0,1,0,0,1,0,1,0,53,0,0,2,0.1,0.1,0.4,4,2,35,45,77.8,2,35,2,1,0,2,2,0,0,0,2,0,0,0,0,0,602,220,15,93.8,12,16,75.0,5,8,62.5,0.4,3,2,1,0
6,2022-10-02,Sun,Matchweek 9,Away,L 3–6,Manchester Utd,Manchester City,Y,"DM,AM",90,0,1,0,0,1,1,0,0,49,1,0,1,0.1,0.1,0.1,4,1,36,43,83.7,2,28,1,1,0,4,0,0,0,0,1,0,0,0,0,0,733,218,11,91.7,20,20,100.0,4,10,40.0,0.0,2,3,0,0
7,2022-10-09,Sun,Matchweek 10,Away,W 2–1,Manchester Utd,Everton,Y,DM,82,0,0,0,0,3,1,0,0,78,1,0,0,0.2,0.2,0.0,4,0,60,73,82.2,8,52,2,2,1,1,2,1,0,0,0,0,0,0,0,0,936,275,32,88.9,23,26,88.5,4,9,44.4,0.0,0,7,0,0
8,2022-10-22,Sat,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,Y,"CM,DM",79,0,0,0,0,1,0,0,0,54,1,0,0,0.0,0.0,0.1,2,0,39,51,76.5,7,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,668,180,18,75.0,16,18,88.9,4,6,66.7,0.0,2,7,0,0
9,2022-10-30,Sun,Matchweek 14,Home,W 1–0,Manchester Utd,West Ham,Y,DM,78,0,1,0,0,0,0,0,0,84,1,1,0,0.0,0.0,0.4,6,1,62,79,78.5,7,46,0,0,0,4,2,0,0,0,1,0,0,0,0,0,1060,326,33,89.2,21,28,75.0,7,11,63.6,0.5,3,9,1,1
10,2022-11-06,Sun,Matchweek 15,Away,L 1–3,Manchester Utd,Aston Villa,Y,DM,90,0,0,0,0,0,0,0,0,86,1,0,1,0.0,0.0,0.2,2,0,65,81,80.2,10,61,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1130,309,35,89.7,17,21,81.0,10,16,62.5,0.2,1,7,4,0
11,2022-11-13,Sun,Matchweek 16,Away,W 2–1,Manchester Utd,Fulham,Y,DM,90,1,1,0,0,2,1,0,0,58,1,1,1,1.0,1.0,0.2,4,1,38,48,79.2,8,22,1,1,0,4,0,0,0,0,1,0,0,0,0,0,619,199,22,84.6,10,14,71.4,4,5,80.0,0.2,2,6,1,0
12,2022-12-27,Tue,Matchweek 17,Home,W 3–0,Manchester Utd,Nott'ham Forest,Y,DM,76,0,1,0,0,2,0,1,0,82,0,0,0,0.1,0.1,0.2,4,1,65,77,84.4,5,63,1,0,0,2,2,0,0,0,0,1,0,0,0,0,941,224,37,92.5,24,28,85.7,2,7,28.6,0.2,2,5,1,0
13,2022-12-31,Sat,Matchweek 18,Away,W 1–0,Manchester Utd,Wolves,Y,DM,60,0,0,0,0,0,0,0,0,46,1,1,0,0.0,0.0,0.0,2,0,35,43,81.4,6,31,1,0,0,1,1,0,0,0,0,0,0,0,0,0,688,216,18,81.8,12,13,92.3,5,8,62.5,0.1,1,5,1,0
14,2023-01-03,Tue,Matchweek 19,Home,W 3–0,Manchester Utd,Bournemouth,Y,DM,67,0,1,0,0,1,0,0,0,74,2,0,0,0.1,0.1,0.4,2,1,56,67,83.6,7,38,1,1,0,1,1,0,0,0,0,1,0,0,0,0,908,295,28,90.3,21,23,91.3,4,5,80.0,0.1,1,7,0,0
15,2023-01-14,Sat,Matchweek 20,Home,W 2–1,Manchester Utd,Manchester City,Y,AM,71,0,0,0,0,0,0,1,0,28,0,0,0,0.0,0.0,0.4,2,0,17,25,68.0,3,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,274,133,9,100.0,8,11,72.7,0,2,0.0,0.1,2,2,2,0
16,2023-01-18,Wed,Matchweek 7,Away,D 1–1,Manchester Utd,Crystal Palace,Y,DM,82,0,1,0,0,0,0,0,0,66,0,1,0,0.0,0.0,0.2,1,1,56,62,90.3,10,56,4,0,0,1,0,0,0,0,1,0,0,0,0,0,840,198,36,97.3,14,17,82.4,5,6,83.3,0.1,1,4,2,0
17,2023-01-22,Sun,Matchweek 21,Away,L 2–3,Manchester Utd,Arsenal,Y,"DM,AM",90,0,0,0,0,1,0,0,0,67,1,2,5,0.1,0.1,0.0,0,0,36,53,67.9,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,152,13,61.9,21,22,95.5,1,5,20.0,0.0,0,3,0,0
18,2023-04-08,Sat,Matchweek 30,Home,W 2–0,Manchester Utd,Everton,N,RW,14,0,0,0,0,2,0,0,0,26,0,0,0,0.2,0.2,0.0,0,0,20,22,90.9,3,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,355,128,10,100.0,7,8,87.5,2,3,66.7,0.0,0,5,0,0
19,2023-04-16,Sun,Matchweek 31,Away,W 2–0,Manchester Utd,Nott'ham Forest,Y,DM,78,0,0,0,0,3,1,0,0,77,1,2,4,0.6,0.6,0.1,5,0,58,69,84.1,17,54,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1035,386,25,89.3,23,28,82.1,8,10,80.0,0.3,3,15,5,2
20,2023-04-27,Thu,Matchweek 33,Away,D 2–2,Manchester Utd,Tottenham,Y,DM,60,0,0,0,0,1,0,0,0,58,1,0,0,0.0,0.0,0.6,3,0,50,57,87.7,8,48,0,1,0,3,0,0,0,0,0,0,0,0,0,0,790,227,25,96.2,22,23,95.7,2,6,33.3,0.1,2,6,1,0
21,2023-04-30,Sun,Matchweek 34,Home,W 1–0,Manchester Utd,Aston Villa,Y,CM,75,0,0,0,0,3,0,0,0,68,0,0,1,0.2,0.2,0.0,2,0,53,63,84.1,6,34,1,1,1,0,1,0,0,0,0,0,0,0,0,0,910,359,30,96.8,16,21,76.2,6,10,60.0,0.0,1,6,0,0
23,2023-05-07,Sun,Matchweek 35,Away,L 0–1,Manchester Utd,West Ham,Y,DM,73,0,0,0,0,2,1,0,0,71,0,0,1,0.1,0.1,0.0,2,0,60,66,90.9,5,49,1,1,1,2,0,0,0,0,0,0,0,0,0,0,940,244,30,96.8,27,27,100.0,2,5,40.0,0.0,0,9,0,0
24,2023-05-13,Sat,Matchweek 36,Home,W 2–0,Manchester Utd,Wolves,Y,DM,80,0,0,0,0,3,0,0,0,65,1,0,0,0.1,0.1,0.2,4,0,49,59,83.1,10,38,1,2,1,3,1,0,0,0,0,0,0,0,0,0,755,263,24,88.9,19,21,90.5,4,6,66.7,0.2,1,6,2,1
25,2023-05-20,Sat,Matchweek 37,Away,W 1–0,Manchester Utd,Bournemouth,Y,DM,85,0,0,0,0,1,0,0,0,85,5,1,0,0.1,0.1,0.2,4,0,67,78,85.9,7,39,1,1,1,3,1,0,0,0,0,0,0,0,0,0,934,353,45,95.7,15,18,83.3,4,8,50.0,0.2,2,9,1,0
26,2023-05-25,Thu,Matchweek 32,Home,W 4–1,Manchester Utd,Chelsea,Y,DM,69,0,1,0,0,1,1,0,0,27,1,0,0,0.9,0.9,0.1,1,1,19,24,79.2,0,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,273,137,11,84.6,3,3,100.0,3,4,75.0,0.1,1,3,0,0
