,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2022-08-06,Sat,Matchweek 1,Home,W 2–0,Newcastle Utd,Nott'ham Forest,Y,LW,89,9,7,0,0,1,1,0,1,1,0,0,0,0,0,Match Report
1,2022-08-13,Sat,Matchweek 2,Away,D 0–0,Newcastle Utd,Brighton,Y,LW,74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2,2022-08-21,Sun,Matchweek 3,Home,D 3–3,Newcastle Utd,Manchester City,Y,LW,90,8,5,0,2,0,1,0,4,2,0,1,0,1,0,Match Report
3,2022-08-28,Sun,Matchweek 4,Away,D 1–1,Newcastle Utd,Wolves,Y,"LW,FW",89,6,4,0,2,0,0,0,0,0,0,0,0,0,0,Match Report
5,2022-10-08,Sat,Matchweek 10,Home,W 5–1,Newcastle Utd,Brentford,N,LW,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
7,2022-10-29,Sat,Matchweek 14,Home,W 4–0,Newcastle Utd,Aston Villa,N,RW,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
8,2022-11-06,Sun,Matchweek 15,Away,W 4–1,Newcastle Utd,Southampton,N,LW,18,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
9,2022-11-12,Sat,Matchweek 16,Home,W 1–0,Newcastle Utd,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
10,2022-12-26,Mon,Matchweek 17,Away,W 3–0,Newcastle Utd,Leicester City,N,"FW,RW",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2022-12-31,Sat,Matchweek 18,Home,D 0–0,Newcastle Utd,Leeds United,N,LW,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
12,2023-01-03,Tue,Matchweek 19,Away,D 0–0,Newcastle Utd,Arsenal,N,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2023-01-15,Sun,Matchweek 20,Home,W 1–0,Newcastle Utd,Fulham,N,LW,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
14,2023-01-21,Sat,Matchweek 21,Away,D 0–0,Newcastle Utd,Crystal Palace,N,LW,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2023-02-04,Sat,Matchweek 22,Home,D 1–1,Newcastle Utd,West Ham,Y,LW,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
16,2023-02-11,Sat,Matchweek 23,Away,D 1–1,Newcastle Utd,Bournemouth,Y,LW,84,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Match Report
17,2023-02-18,Sat,Matchweek 24,Home,L 0–2,Newcastle Utd,Liverpool,Y,"AM,LW",90,6,2,0,3,1,0,0,0,0,0,0,0,0,0,Match Report
18,2023-03-04,Sat,Matchweek 26,Away,L 0–2,Newcastle Utd,Manchester City,N,LW,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
19,2023-03-12,Sun,Matchweek 27,Home,W 2–1,Newcastle Utd,Wolves,Y,LW,67,7,7,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
20,2023-03-17,Fri,Matchweek 28,Away,W 2–1,Newcastle Utd,Nott'ham Forest,Y,LW,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
21,2023-04-02,Sun,Matchweek 29,Home,W 2–0,Newcastle Utd,Manchester Utd,Y,LW,67,7,6,0,0,0,1,0,1,1,0,0,0,0,0,Match Report
22,2023-04-05,Wed,Matchweek 7,Away,W 5–1,Newcastle Utd,West Ham,Y,LW,63,3,2,0,1,0,0,0,2,1,0,1,0,0,0,Match Report
24,2023-05-07,Sun,Matchweek 35,Home,L 0–2,Newcastle Utd,Arsenal,N,LW,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
25,2023-05-13,Sat,Matchweek 36,Away,D 2–2,Newcastle Utd,Leeds United,N,LW,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
26,2023-05-18,Thu,Matchweek 25,Home,W 4–1,Newcastle Utd,Brighton,N,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
27,2023-05-22,Mon,Matchweek 37,Home,D 0–0,Newcastle Utd,Leicester City,N,LW,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
28,2023-05-28,Sun,Matchweek 38,Away,D 1–1,Newcastle Utd,Chelsea,Y,LW,68,10,9,0,1,0,0,0,1,1,0,0,0,0,0,Match Report
