,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2022-08-06,Sat,Matchweek 1,Home,W 2–1,Leeds United,Wolves,Y*,FW,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
1,2022-08-13,Sat,Matchweek 2,Away,D 2–2,Leeds United,Southampton,Y*,FW,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
3,2022-08-30,Tue,Matchweek 5,Home,D 1–1,Leeds United,Everton,N,FW,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
4,2022-09-03,Sat,Matchweek 6,Away,L 2–5,Leeds United,Brentford,N,LW,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
5,2022-10-02,Sun,Matchweek 9,Home,D 0–0,Leeds United,Aston Villa,N,FW,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
6,2022-10-09,Sun,Matchweek 10,Away,L 1–2,Leeds United,Crystal Palace,Y,FW,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
7,2022-10-16,Sun,Matchweek 11,Home,L 0–1,Leeds United,Arsenal,N,FW,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
8,2022-10-20,Thu,Matchweek 12,Away,L 0–2,Leeds United,Leicester City,Y*,FW,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
9,2022-10-23,Sun,Matchweek 13,Home,L 2–3,Leeds United,Fulham,N,FW,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report
10,2022-10-29,Sat,Matchweek 14,Away,W 2–1,Leeds United,Liverpool,N,FW,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
12,2023-01-13,Fri,Matchweek 20,Away,L 1–2,Leeds United,Aston Villa,N,"RW,FW",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
13,2023-01-22,Sun,Matchweek 21,Home,D 0–0,Leeds United,Brentford,N,FW,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
