,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2017-08-13,Sun,Matchweek 1,Home,L 0–2,Newcastle Utd,Tottenham,Y,"AM,CM,FW",90,8,15,53.3,117,51,4,6,66.7,2,4,50.0,1,3,33.3,0,0.1,0.0,1,2,0,0,2,Match Report
1,2017-08-20,Sun,Matchweek 2,Away,L 0–1,Newcastle Utd,Huddersfield,Y,AM,79,17,29,58.6,235,43,13,15,86.7,3,4,75.0,1,3,33.3,0,0.0,0.0,1,2,0,0,3,Match Report
3,2017-09-10,Sun,Matchweek 4,Away,W 1–0,Newcastle Utd,Swansea City,Y,AM,90,25,30,83.3,386,61,15,16,93.8,6,8,75.0,2,3,66.7,0,0.1,0.1,3,2,0,0,2,Match Report
4,2017-09-16,Sat,Matchweek 5,Home,W 2–1,Newcastle Utd,Stoke City,Y,AM,85,10,18,55.6,161,16,5,8,62.5,3,4,75.0,1,4,25.0,0,0.0,0.0,1,1,0,0,3,Match Report
6,2017-10-01,Sun,Matchweek 7,Home,D 1–1,Newcastle Utd,Liverpool,Y,AM,89,15,19,78.9,191,40,9,9,100.0,4,7,57.1,0,1,0.0,0,0.0,0.0,0,1,0,0,2,Match Report
8,2017-10-21,Sat,Matchweek 9,Home,W 1–0,Newcastle Utd,Crystal Palace,Y,AM,65,6,8,75.0,90,25,2,3,66.7,3,3,100.0,0,1,0.0,0,0.1,0.0,1,0,1,0,3,Match Report
11,2017-11-18,Sat,Matchweek 12,Away,L 1–4,Newcastle Utd,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
13,2017-11-28,Tue,Matchweek 14,Away,D 2–2,Newcastle Utd,West Brom,Y,AM,90,20,22,90.9,222,35,12,13,92.3,5,5,100.0,0,1,0.0,0,0.0,0.0,1,2,0,0,3,Match Report
14,2017-12-02,Sat,Matchweek 15,Away,L 1–3,Newcastle Utd,Chelsea,Y,AM,61,10,17,58.8,141,18,4,4,100.0,3,7,42.9,1,1,100.0,0,0.1,0.0,1,0,0,0,0,Match Report
15,2017-12-09,Sat,Matchweek 16,Home,L 2–3,Newcastle Utd,Leicester City,N,LM,20,5,8,62.5,123,62,1,3,33.3,3,3,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,Match Report
17,2017-12-16,Sat,Matchweek 18,Away,L 0–1,Newcastle Utd,Arsenal,Y,"FW,LM",90,16,19,84.2,261,50,7,8,87.5,7,7,100.0,1,2,50.0,0,0.1,0.0,3,1,1,0,2,Match Report
