,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2017-08-12,Sat,Matchweek 1,Home,L 0–2,Brighton,Manchester City,Y,FW,90,15,34,44.1,253,129,7,12,58.3,2,4,50.0,3,9,33.3,0,0.1,0.1,1,2,0,0,3,Match Report
1,2017-08-19,Sat,Matchweek 2,Away,L 0–2,Brighton,Leicester City,Y,FW,61,17,26,65.4,202,38,12,13,92.3,3,8,37.5,0,2,0.0,0,0.0,0.0,0,1,0,0,2,Match Report
2,2017-08-26,Sat,Matchweek 3,Away,D 0–0,Brighton,Watford,Y,FW,89,19,35,54.3,519,200,3,9,33.3,7,9,77.8,8,14,57.1,0,0.2,0.2,2,2,0,0,4,Match Report
3,2017-09-09,Sat,Matchweek 4,Home,W 3–1,Brighton,West Brom,Y,FW,90,35,44,79.5,594,161,21,22,95.5,10,14,71.4,4,5,80.0,1,0.2,0.1,4,5,2,1,5,Match Report
4,2017-09-15,Fri,Matchweek 5,Away,L 1–2,Brighton,Bournemouth,Y,FW,76,36,44,81.8,569,164,21,23,91.3,6,9,66.7,5,6,83.3,1,0.5,0.3,4,1,1,1,4,Match Report
5,2017-09-24,Sun,Matchweek 6,Home,W 1–0,Brighton,Newcastle Utd,Y,FW,90,35,48,72.9,662,242,19,24,79.2,5,6,83.3,8,11,72.7,0,0.0,0.1,1,1,1,1,6,Match Report
6,2017-10-01,Sun,Matchweek 7,Away,L 0–2,Brighton,Arsenal,Y,CM,90,36,50,72.0,550,206,18,20,90.0,10,15,66.7,4,11,36.4,0,0.2,0.1,3,3,1,1,6,Match Report
7,2017-10-15,Sun,Matchweek 8,Home,D 1–1,Brighton,Everton,Y,FW,90,30,47,63.8,450,146,13,14,92.9,9,14,64.3,3,10,30.0,1,0.4,0.3,3,1,2,1,4,Match Report
8,2017-10-20,Fri,Matchweek 9,Away,W 3–0,Brighton,West Ham,Y,FW,75,20,32,62.5,338,94,11,14,78.6,3,8,37.5,4,6,66.7,1,0.1,0.1,2,1,1,0,3,Match Report
9,2017-10-29,Sun,Matchweek 10,Home,D 1–1,Brighton,Southampton,Y,FW,83,28,40,70.0,450,103,17,18,94.4,4,10,40.0,5,7,71.4,1,0.5,0.2,3,6,3,2,4,Match Report
10,2017-11-04,Sat,Matchweek 11,Away,W 1–0,Brighton,Swansea City,Y,FW,84,16,29,55.2,210,69,10,13,76.9,4,6,66.7,1,8,12.5,0,0.0,0.0,0,1,0,0,4,Match Report
11,2017-11-20,Mon,Matchweek 12,Home,D 2–2,Brighton,Stoke City,Y,FW,83,36,45,80.0,579,168,24,26,92.3,4,4,100.0,5,10,50.0,0,0.1,0.1,1,4,1,0,5,Match Report
12,2017-11-25,Sat,Matchweek 13,Away,L 0–1,Brighton,Manchester Utd,Y,CM,87,40,48,83.3,705,158,20,22,90.9,13,17,76.5,5,6,83.3,0,0.2,0.3,3,5,1,0,5,Match Report
13,2017-11-28,Tue,Matchweek 14,Home,D 0–0,Brighton,Crystal Palace,Y,FW,81,29,41,70.7,422,157,16,18,88.9,5,8,62.5,5,10,50.0,0,0.3,0.1,4,2,0,0,2,Match Report
14,2017-12-02,Sat,Matchweek 15,Home,L 1–5,Brighton,Liverpool,Y,FW,90,39,50,78.0,701,110,12,15,80.0,21,23,91.3,4,10,40.0,0,0.0,0.0,0,1,0,0,2,Match Report
15,2017-12-09,Sat,Matchweek 16,Away,L 0–2,Brighton,Huddersfield,Y,FW,62,15,23,65.2,193,39,9,10,90.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0,2,1,0,1,Match Report
