,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2017-08-19,Sat,Matchweek 2,Home,W 1–0,Liverpool,Crystal Palace,Y,FW,60,0,0,0,0,2,0,0,0,27,0,0,0,0.2,0.2,0.0,4,0,15,19,78.9,2,22,2,4,4,Match Report
1,2017-08-27,Sun,Matchweek 3,Home,W 4–0,Liverpool,Arsenal,N,"FW,LW",17,1,0,0,0,2,2,0,0,5,0,0,0,0.6,0.6,0.0,0,0,2,3,66.7,0,1,1,0,0,Match Report
2,2017-09-09,Sat,Matchweek 4,Away,L 0–5,Liverpool,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
3,2017-09-16,Sat,Matchweek 5,Home,D 1–1,Liverpool,Burnley,Y,FW,90,0,0,0,0,7,3,0,0,41,0,0,0,0.4,0.4,0.2,5,0,29,32,90.6,4,35,4,2,2,Match Report
4,2017-09-23,Sat,Matchweek 6,Away,W 3–2,Liverpool,Leicester City,N,FW,27,0,1,0,0,2,1,0,0,14,0,0,0,0.1,0.1,0.4,5,1,5,9,55.6,3,10,2,3,3,Match Report
5,2017-10-01,Sun,Matchweek 7,Away,D 1–1,Liverpool,Newcastle Utd,Y,FW,73,0,0,0,0,4,1,0,0,26,0,0,0,0.6,0.6,0.0,1,0,17,19,89.5,5,19,2,1,1,Match Report
6,2017-10-14,Sat,Matchweek 8,Home,D 0–0,Liverpool,Manchester Utd,N,FW,12,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,Match Report
7,2017-10-22,Sun,Matchweek 9,Away,L 1–4,Liverpool,Tottenham,N,FW,14,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,1,4,0,0,0,Match Report
8,2017-10-28,Sat,Matchweek 10,Home,W 3–0,Liverpool,Huddersfield,Y,FW,73,1,0,0,0,2,1,0,0,26,0,0,1,0.5,0.5,0.0,1,0,12,20,60.0,0,12,0,0,0,Match Report
