,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2017-08-13,Sun,Matchweek 1,Home,L 0–2,Newcastle Utd,Tottenham,Y,"RB,WB",90,0,0,0,0,1,0,0,0,46,2,0,1,0.0,0.0,0.5,3,0,22,34,64.7,2,17,2,1,1,1,0,0,1,0,0,0,0,0,0,0,280,149,13,72.2,8,12,66.7,0,2,0.0,0.0,1,0,0,0
1,2017-08-20,Sun,Matchweek 2,Away,L 0–1,Newcastle Utd,Huddersfield,Y,RB,90,0,0,0,0,0,0,0,0,59,6,1,1,0.0,0.0,0.1,2,0,30,48,62.5,4,19,1,1,0,2,0,0,0,0,0,0,0,0,0,0,501,221,16,66.7,9,12,75.0,4,7,57.1,0.0,1,2,1,1
2,2017-08-26,Sat,Matchweek 3,Home,W 3–0,Newcastle Utd,West Ham,Y,RB,90,0,0,0,0,0,0,0,0,35,0,2,0,0.0,0.0,0.0,2,0,17,29,58.6,0,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,260,168,10,76.9,7,12,58.3,0,3,0.0,0.0,1,1,0,0
3,2017-09-10,Sun,Matchweek 4,Away,W 1–0,Newcastle Utd,Swansea City,Y,RB,90,0,0,0,0,0,0,0,0,40,0,2,0,0.0,0.0,0.3,4,0,29,35,82.9,6,20,2,0,0,4,0,0,0,0,0,0,0,0,0,0,465,277,18,90.0,7,8,87.5,3,6,50.0,0.1,3,2,2,2
6,2017-10-01,Sun,Matchweek 7,Home,D 1–1,Newcastle Utd,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,36,1,0,1,0.0,0.0,0.0,0,0,20,32,62.5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,186,15,75.0,4,8,50.0,1,3,33.3,0.0,0,2,1,0
7,2017-10-15,Sun,Matchweek 8,Away,D 2–2,Newcastle Utd,Southampton,Y,LB,90,0,0,0,0,0,0,0,0,57,2,0,0,0.0,0.0,0.1,1,0,33,48,68.8,3,24,2,2,2,0,1,0,0,0,0,0,0,0,0,0,419,186,21,87.5,11,16,68.8,0,5,0.0,0.0,1,2,1,0
8,2017-10-21,Sat,Matchweek 9,Home,W 1–0,Newcastle Utd,Crystal Palace,Y,LB,90,0,0,0,0,0,0,1,0,72,2,1,2,0.0,0.0,0.0,0,0,50,59,84.7,3,37,1,2,1,0,0,0,0,0,0,0,0,0,0,0,812,222,23,95.8,21,25,84.0,4,6,66.7,0.0,0,2,0,0
9,2017-10-30,Mon,Matchweek 10,Away,L 0–1,Newcastle Utd,Burnley,Y,LB,90,0,0,0,0,1,0,0,0,79,1,0,0,0.0,0.0,0.0,1,0,54,68,79.4,2,28,1,1,0,0,1,0,0,0,0,0,0,0,0,0,944,285,19,79.2,33,35,94.3,2,7,28.6,0.0,0,1,0,0
10,2017-11-04,Sat,Matchweek 11,Home,L 0–1,Newcastle Utd,Bournemouth,Y,LB,90,0,0,0,0,0,0,0,0,37,1,2,1,0.0,0.0,0.0,0,0,21,31,67.7,6,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,451,175,6,75.0,12,16,75.0,3,6,50.0,0.0,0,3,0,0
11,2017-11-18,Sat,Matchweek 12,Away,L 1–4,Newcastle Utd,Manchester Utd,Y,LB,90,0,0,0,0,0,0,0,0,29,2,0,0,0.0,0.0,0.0,0,0,18,24,75.0,1,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,256,128,13,100.0,3,6,50.0,1,4,25.0,0.0,0,1,0,0
