,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2017-08-12,Sat,Matchweek 1,Away,L 0–1,Bournemouth,West Brom,Y*,RB,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,70.0,74.3,3.0,28.0,1.0,2.0,2.0,Match Report
2,2017-09-09,Sat,Matchweek 4,Away,L 0–3,Bournemouth,Arsenal,N,CB,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,24.0,58.3,1.0,16.0,1.0,0.0,0.0,Match Report
3,2017-09-15,Fri,Matchweek 5,Home,W 2–1,Bournemouth,Brighton,Y*,CB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,81.0,86.4,5.0,56.0,1.0,0.0,0.0,Match Report
4,2017-09-23,Sat,Matchweek 6,Away,L 1–2,Bournemouth,Everton,Y*,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,47.0,87.2,4.0,28.0,0.0,0.0,0.0,Match Report
5,2017-09-30,Sat,Matchweek 7,Home,D 0–0,Bournemouth,Leicester City,Y*,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,63.0,66.7,2.0,36.0,0.0,0.0,0.0,Match Report
6,2017-10-14,Sat,Matchweek 8,Away,L 0–1,Bournemouth,Tottenham,Y*,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,65.4,3.0,11.0,1.0,0.0,0.0,Match Report
7,2017-10-21,Sat,Matchweek 9,Away,W 2–1,Bournemouth,Stoke City,Y*,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,59.0,76.3,2.0,42.0,1.0,0.0,0.0,Match Report
8,2017-10-28,Sat,Matchweek 10,Home,L 0–1,Bournemouth,Chelsea,Y*,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,68.0,80.9,4.0,43.0,3.0,0.0,0.0,Match Report
9,2017-11-04,Sat,Matchweek 11,Away,W 1–0,Bournemouth,Newcastle Utd,Y*,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94.0,4.0,2.0,0.0,0.0,0.0,0.1,4.0,0.0,53.0,83.0,63.9,8.0,24.0,0.0,0.0,0.0,Match Report
10,2017-11-18,Sat,Matchweek 12,Home,W 4–0,Bournemouth,Huddersfield,Y*,RB,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,27.0,48.1,1.0,7.0,0.0,0.0,0.0,Match Report
12,2017-11-29,Wed,Matchweek 14,Home,L 1–2,Bournemouth,Burnley,Y*,RB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,2.0,2.0,2.0,0.1,0.1,0.0,2.0,0.0,69.0,89.0,77.5,10.0,49.0,4.0,0.0,0.0,Match Report
13,2017-12-03,Sun,Matchweek 15,Home,D 1–1,Bournemouth,Southampton,Y*,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,47.0,58.0,81.0,5.0,36.0,2.0,0.0,0.0,Match Report
14,2017-12-09,Sat,Matchweek 16,Away,D 2–2,Bournemouth,Crystal Palace,Y*,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,3.0,1.0,5.0,0.0,0.0,0.1,2.0,0.0,39.0,52.0,75.0,5.0,28.0,2.0,1.0,0.0,Match Report
15,2017-12-13,Wed,Matchweek 17,Away,L 0–1,Bournemouth,Manchester Utd,Y*,CB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,0.0,3.0,1.0,0.1,0.1,0.2,2.0,0.0,49.0,58.0,84.5,3.0,35.0,0.0,0.0,0.0,Match Report
16,2017-12-17,Sun,Matchweek 18,Home,L 0–4,Bournemouth,Liverpool,Y*,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,53.0,62.0,85.5,4.0,50.0,1.0,0.0,0.0,Match Report
18,2017-12-26,Tue,Matchweek 20,Home,D 3–3,Bournemouth,West Ham,Y*,RB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69.0,3.0,3.0,0.0,0.0,0.0,0.3,6.0,0.0,41.0,57.0,71.9,6.0,32.0,2.0,2.0,2.0,Match Report
