,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2017-08-12,Sat,Matchweek 1,Home,L 0–2,Brighton,Manchester City,N,RM,16,3,6,50.0,36,22,2,3,66.7,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
1,2017-08-19,Sat,Matchweek 2,Away,L 0–2,Brighton,Leicester City,N,"RM,FW",29,12,17,70.6,234,122,4,5,80.0,7,9,77.8,1,3,33.3,0,0.0,0.0,0,2,1,0,6,Match Report
2,2017-08-26,Sat,Matchweek 3,Away,D 0–0,Brighton,Watford,Y,RM,80,33,43,76.7,514,146,16,19,84.2,13,16,81.3,2,4,50.0,0,0.2,0.1,3,5,2,0,6,Match Report
3,2017-09-09,Sat,Matchweek 4,Home,W 3–1,Brighton,West Brom,Y,RM,90,30,41,73.2,443,106,20,24,83.3,9,11,81.8,1,5,20.0,0,0.1,0.0,2,2,0,0,3,Match Report
4,2017-09-15,Fri,Matchweek 5,Away,L 1–2,Brighton,Bournemouth,Y,RM,75,27,35,77.1,455,79,12,13,92.3,12,14,85.7,2,4,50.0,0,0.0,0.1,0,1,0,0,2,Match Report
5,2017-09-24,Sun,Matchweek 6,Home,W 1–0,Brighton,Newcastle Utd,Y,RM,80,32,36,88.9,479,127,17,19,89.5,12,13,92.3,1,1,100.0,0,0.0,0.1,1,1,2,0,7,Match Report
7,2017-10-15,Sun,Matchweek 8,Home,D 1–1,Brighton,Everton,Y,RM,90,32,40,80.0,477,188,22,25,88.0,6,8,75.0,3,5,60.0,0,0.2,0.2,1,2,3,2,8,Match Report
8,2017-10-20,Fri,Matchweek 9,Away,W 3–0,Brighton,West Ham,Y,RM,83,28,31,90.3,464,133,16,17,94.1,9,9,100.0,3,5,60.0,0,0.4,0.3,1,1,1,0,6,Match Report
9,2017-10-29,Sun,Matchweek 10,Home,D 1–1,Brighton,Southampton,Y,RM,90,37,53,69.8,530,121,22,24,91.7,11,16,68.8,2,7,28.6,0,0.6,0.8,2,1,1,0,6,Match Report
10,2017-11-04,Sat,Matchweek 11,Away,W 1–0,Brighton,Swansea City,Y,RM,90,31,42,73.8,544,170,15,19,78.9,11,13,84.6,4,6,66.7,1,0.8,0.5,2,2,1,1,4,Match Report
