,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2017-08-27,Sun,Matchweek 3,Home,D 1–1,West Brom,Stoke City,N,LW,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
1,2017-09-09,Sat,Matchweek 4,Away,L 1–3,West Brom,Brighton,N,"RM,LM",34,2,2,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
3,2017-11-18,Sat,Matchweek 12,Home,L 0–4,West Brom,Chelsea,N,"RW,LW",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
4,2017-11-25,Sat,Matchweek 13,Away,D 1–1,West Brom,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2017-11-28,Tue,Matchweek 14,Home,D 2–2,West Brom,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
6,2017-12-02,Sat,Matchweek 15,Home,D 0–0,West Brom,Crystal Palace,N,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
7,2017-12-09,Sat,Matchweek 16,Away,L 0–1,West Brom,Swansea City,N,FW,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
8,2017-12-13,Wed,Matchweek 17,Away,D 0–0,West Brom,Liverpool,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
9,2017-12-17,Sun,Matchweek 18,Home,L 1–2,West Brom,Manchester Utd,Y,RW,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2017-12-23,Sat,Matchweek 19,Away,L 1–3,West Brom,Stoke City,N,LM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
12,2017-12-31,Sun,Matchweek 21,Home,D 1–1,West Brom,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
13,2018-01-02,Tue,Matchweek 22,Away,L 1–2,West Brom,West Ham,N,"RW,AM",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2018-01-31,Wed,Matchweek 25,Away,L 0–3,West Brom,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,2018-02-03,Sat,Matchweek 26,Home,L 2–3,West Brom,Southampton,N,CM,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
17,2018-02-12,Mon,Matchweek 27,Away,L 0–3,West Brom,Chelsea,N,AM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
18,2018-02-24,Sat,Matchweek 28,Home,L 1–2,West Brom,Huddersfield,N,RM,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
19,2018-03-03,Sat,Matchweek 29,Away,L 0–1,West Brom,Watford,N,AM,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
20,2018-03-10,Sat,Matchweek 30,Home,L 1–4,West Brom,Leicester City,Y,RW,82,3,2,0,1,0,0,0,1,1,0,0,0,0,0,Match Report
21,2018-03-17,Sat,Matchweek 31,Away,L 1–2,West Brom,Bournemouth,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
22,2018-03-31,Sat,Matchweek 32,Home,L 1–2,West Brom,Burnley,N,FW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
23,2018-04-07,Sat,Matchweek 33,Home,D 1–1,West Brom,Swansea City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
