,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2017-08-27,Sun,Matchweek 3,Away,L 0–2,Everton,Chelsea,Y,CM,45,0,0,0,0,0,0,0,0,35,4,2,1,0.0,0.0,0.0,0,0,25,30,83.3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,94,17,89.5,6,8,75.0,2,2,100.0,0.0,0,2,0,0
1,2017-09-09,Sat,Matchweek 4,Home,L 0–3,Everton,Tottenham,N,"LM,RW",45,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,0,0,16,23,69.6,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290,60,8,88.9,6,7,85.7,2,4,50.0,0.0,0,0,1,0
2,2017-09-23,Sat,Matchweek 6,Home,W 2–1,Everton,Bournemouth,N,"RM,LM,CM",36,0,1,0,0,1,0,1,0,25,2,1,0,0.1,0.1,0.1,3,2,15,18,83.3,5,15,1,0,0,2,0,0,0,0,1,0,0,1,0,0,250,97,6,100.0,4,5,80.0,3,4,75.0,0.3,1,3,2,0
3,2017-10-01,Sun,Matchweek 7,Home,L 0–1,Everton,Burnley,N,DM,22,0,0,0,0,1,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,9,12,75.0,1,11,1,4,2,0,0,0,0,0,0,0,0,0,0,0,174,3,3,100.0,6,6,100.0,0,2,0.0,0.0,0,0,0,0
4,2017-10-22,Sun,Matchweek 9,Home,L 2–5,Everton,Arsenal,N,"CM,CB,RM",45,0,0,0,0,1,1,0,0,19,1,0,0,0.0,0.0,0.0,1,0,12,15,80.0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,163,85,6,85.7,3,3,100.0,1,2,50.0,0.0,0,1,0,0
5,2017-10-29,Sun,Matchweek 10,Away,L 0–2,Everton,Leicester City,Y,"CM,RM",90,0,0,0,0,0,0,1,0,59,3,2,0,0.0,0.0,0.1,3,0,37,45,82.2,5,43,3,0,0,3,0,0,0,0,0,0,0,0,0,0,660,119,15,88.2,17,20,85.0,4,6,66.7,0.0,1,7,1,1
6,2017-11-05,Sun,Matchweek 11,Home,W 3–2,Everton,Watford,Y,"LM,CM",90,0,0,0,0,2,0,0,0,46,3,3,1,0.1,0.1,0.0,1,1,18,29,62.1,6,23,1,0,0,1,0,0,0,0,1,0,0,0,0,0,296,133,4,80.0,9,13,69.2,1,4,25.0,0.0,0,5,0,0
7,2017-11-18,Sat,Matchweek 12,Away,D 2–2,Everton,Crystal Palace,N,CM,45,0,0,0,0,0,0,1,0,19,0,0,1,0.0,0.0,0.0,0,0,9,13,69.2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,29,3,60.0,5,5,100.0,0,2,0.0,0.0,0,1,0,0
8,2017-11-29,Wed,Matchweek 14,Home,W 4–0,Everton,West Ham,Y,CM,90,0,0,0,0,0,0,1,0,44,1,3,0,0.0,0.0,0.1,2,0,28,33,84.8,5,27,2,0,0,2,0,0,0,0,0,0,0,0,0,0,369,132,17,94.4,7,9,77.8,2,2,100.0,0.1,1,1,1,0
9,2017-12-10,Sun,Matchweek 16,Away,D 1–1,Everton,Liverpool,Y,CM,45,0,0,0,0,0,0,0,0,17,0,2,3,0.0,0.0,0.0,0,0,8,11,72.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,39,3,60.0,2,2,100.0,1,1,100.0,0.0,0,0,0,0
10,2017-12-13,Wed,Matchweek 17,Away,W 1–0,Everton,Newcastle Utd,N,"LM,AM",14,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,71,31,1,100.0,2,3,66.7,0,1,0.0,0.0,0,0,0,0
11,2017-12-18,Mon,Matchweek 18,Home,W 3–1,Everton,Swansea City,N,DM,30,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,2,1,12,13,92.3,2,11,0,2,2,2,0,0,0,0,1,0,0,0,0,0,174,84,7,100.0,5,5,100.0,0,1,0.0,0.0,0,3,0,0
12,2017-12-26,Tue,Matchweek 20,Away,D 0–0,Everton,West Brom,Y,CM,87,0,0,0,0,1,0,0,0,36,0,0,1,0.0,0.0,0.0,1,0,24,31,77.4,0,26,2,1,1,1,0,0,0,0,0,0,0,0,0,0,369,81,14,93.3,7,10,70.0,2,3,66.7,0.0,0,0,0,0
14,2018-01-01,Mon,Matchweek 22,Home,L 0–2,Everton,Manchester Utd,Y,"DM,AM",90,0,0,0,0,3,0,0,0,45,1,1,2,0.2,0.2,0.1,3,0,28,31,90.3,1,28,2,1,1,1,1,0,0,0,0,0,0,0,0,0,396,61,16,88.9,9,9,100.0,1,2,50.0,0.1,1,1,1,0
15,2018-01-31,Wed,Matchweek 25,Home,W 2–1,Everton,Leicester City,Y,DM,90,0,0,0,0,1,0,0,0,38,0,0,1,0.0,0.0,0.0,2,0,20,29,69.0,2,19,2,1,1,2,0,0,0,0,0,0,0,0,0,0,265,56,14,87.5,6,7,85.7,0,4,0.0,0.0,0,1,0,0
16,2018-02-03,Sat,Matchweek 26,Away,L 1–5,Everton,Arsenal,N,AM,45,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.1,5,1,15,18,83.3,4,18,2,5,4,4,0,1,0,0,1,0,0,0,0,0,212,54,7,100.0,8,8,100.0,0,2,0.0,0.1,2,1,2,0
17,2018-02-10,Sat,Matchweek 27,Home,W 3–1,Everton,Crystal Palace,Y,"AM,RM",90,1,0,0,0,2,1,0,0,41,0,1,0,0.7,0.7,0.0,0,0,23,32,71.9,3,30,4,3,3,0,0,0,0,0,0,0,0,0,0,0,370,115,10,76.9,9,12,75.0,3,4,75.0,0.0,0,3,1,0
18,2018-02-24,Sat,Matchweek 28,Away,L 0–1,Everton,Watford,Y,RM,90,0,0,0,0,0,0,0,0,39,3,1,2,0.0,0.0,0.0,1,0,21,27,77.8,3,23,0,2,2,1,0,0,0,0,0,0,0,0,0,0,274,50,12,80.0,5,5,100.0,1,2,50.0,0.0,1,3,0,0
