,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2017-09-16,Sat,Matchweek 5,Away,W 1–0,Southampton,Crystal Palace,N,"CB,RW",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
1,2017-09-23,Sat,Matchweek 6,Home,L 0–1,Southampton,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2017-09-30,Sat,Matchweek 7,Away,L 1–2,Southampton,Stoke City,Y,CB,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
3,2017-10-15,Sun,Matchweek 8,Home,D 2–2,Southampton,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
4,2017-10-21,Sat,Matchweek 9,Home,W 1–0,Southampton,West Brom,Y,CB,90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2017-10-29,Sun,Matchweek 10,Away,D 1–1,Southampton,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
6,2017-11-04,Sat,Matchweek 11,Home,L 0–1,Southampton,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
7,2017-11-18,Sat,Matchweek 12,Away,L 0–3,Southampton,Liverpool,Y,CB,90,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
8,2017-11-26,Sun,Matchweek 13,Home,W 4–1,Southampton,Everton,Y,CB,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
9,2017-11-29,Wed,Matchweek 14,Away,L 1–2,Southampton,Manchester City,Y,"CB,CM",90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2017-12-03,Sun,Matchweek 15,Away,D 1–1,Southampton,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2017-12-10,Sun,Matchweek 16,Home,D 1–1,Southampton,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
