,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2017-11-25,Sat,Matchweek 13,Home,D 1–1,Liverpool,Chelsea,N,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2,2017-12-17,Sun,Matchweek 18,Away,W 4–0,Liverpool,Bournemouth,N,"RM,LM",20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
3,2017-12-22,Fri,Matchweek 19,Away,D 3–3,Liverpool,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
4,2017-12-26,Tue,Matchweek 20,Home,W 5–0,Liverpool,Swansea City,N,RW,22,5,2,0,1,1,1,0,1,0,0,0,1,0,0,Match Report
5,2017-12-30,Sat,Matchweek 21,Home,W 2–1,Liverpool,Leicester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
6,2018-01-01,Mon,Matchweek 22,Away,W 2–1,Liverpool,Burnley,Y,AM,85,7,7,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
7,2018-01-14,Sun,Matchweek 23,Home,W 4–3,Liverpool,Manchester City,N,"RW,LM",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
8,2018-01-22,Mon,Matchweek 24,Away,L 0–1,Liverpool,Swansea City,N,"CM,AM",23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2018-02-11,Sun,Matchweek 27,Away,W 2–0,Liverpool,Southampton,N,"RW,RM",12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2018-02-24,Sat,Matchweek 28,Home,W 4–1,Liverpool,West Ham,N,"LM,FW",9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
12,2018-03-03,Sat,Matchweek 29,Home,W 2–0,Liverpool,Newcastle Utd,N,RM,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2018-03-10,Sat,Matchweek 30,Away,L 1–2,Liverpool,Manchester Utd,N,RM,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2018-03-31,Sat,Matchweek 32,Away,W 2–1,Liverpool,Crystal Palace,N,LM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
17,2018-05-13,Sun,Matchweek 38,Home,W 4–0,Liverpool,Brighton,N,LW,17,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
