,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2017-08-19,Sat,Matchweek 2,Home,W 1–0,Stoke City,Arsenal,Y,AM,70,1,0,0,0,3,2,0,0,25,0,0,0,0.2,0.2,0.3,8,1,15,17,88.2,2,15,4,3,3,Match Report
1,2017-08-27,Sun,Matchweek 3,Away,D 1–1,Stoke City,West Brom,Y,AM,61,0,0,0,0,1,0,0,0,17,2,0,0,0.0,0.0,0.0,1,0,7,9,77.8,0,9,1,2,1,Match Report
2,2017-09-09,Sat,Matchweek 4,Home,D 2–2,Stoke City,Manchester Utd,Y,FW,74,0,0,0,0,2,1,0,0,23,1,0,0,0.4,0.4,0.1,2,1,11,16,68.8,2,15,1,1,1,Match Report
3,2017-09-16,Sat,Matchweek 5,Away,L 1–2,Stoke City,Newcastle Utd,Y,FW,61,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,1,0,13,17,76.5,0,17,1,3,2,Match Report
4,2017-09-23,Sat,Matchweek 6,Home,L 0–4,Stoke City,Chelsea,Y,LW,60,0,0,0,0,0,0,0,0,16,2,0,0,0.0,0.0,0.0,0,0,8,14,57.1,1,12,1,1,0,Match Report
6,2017-10-14,Sat,Matchweek 8,Away,L 2–7,Stoke City,Manchester City,Y,FW,45,0,1,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.1,1,1,6,7,85.7,0,7,0,1,0,Match Report
7,2017-10-21,Sat,Matchweek 9,Home,L 1–2,Stoke City,Bournemouth,Y,"LW,LM",79,0,0,0,0,1,0,0,0,33,1,0,1,0.0,0.0,0.1,3,0,21,29,72.4,5,31,5,2,2,Match Report
8,2017-10-28,Sat,Matchweek 10,Away,W 1–0,Stoke City,Watford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
9,2017-11-04,Sat,Matchweek 11,Home,D 2–2,Stoke City,Leicester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
10,2017-11-20,Mon,Matchweek 12,Away,D 2–2,Stoke City,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
11,2017-11-25,Sat,Matchweek 13,Away,L 1–2,Stoke City,Crystal Palace,N,AM,17,0,0,0,0,2,0,0,0,13,0,0,0,0.1,0.1,0.1,1,0,8,10,80.0,1,9,0,1,0,Match Report
12,2017-11-29,Wed,Matchweek 14,Home,L 0–3,Stoke City,Liverpool,N,AM,17,0,0,0,0,1,1,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,1,1,Match Report
13,2017-12-02,Sat,Matchweek 15,Home,W 2–1,Stoke City,Swansea City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
15,2018-02-10,Sat,Matchweek 27,Home,D 1–1,Stoke City,Brighton,N,FW,29,0,0,0,0,1,0,0,0,25,1,0,2,0.0,0.0,0.0,2,0,11,18,61.1,2,17,4,3,1,Match Report
