,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
5,2017-12-13,Wed,Matchweek 17,Away,D 0–0,Arsenal,West Ham,Y,LB,90,0,0,0,0,1,0,0,0,102,0,2,2,0.0,0.0,0.1,3,0,75,89,84.3,6,56,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1288,351,39,88.6,19,23,82.6,13,18,72.2,0.6,2,6,5,4
6,2017-12-16,Sat,Matchweek 18,Home,W 1–0,Arsenal,Newcastle Utd,Y,LB,90,0,0,0,0,2,0,0,0,84,1,2,0,0.1,0.1,0.0,3,0,66,75,88.0,2,49,3,4,4,1,0,2,0,0,0,0,0,0,0,0,996,263,38,90.5,20,23,87.0,5,6,83.3,0.0,0,3,1,0
7,2017-12-22,Fri,Matchweek 19,Home,D 3–3,Arsenal,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,66,2,2,1,0.0,0.0,0.0,1,0,45,54,83.3,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,721,209,21,91.3,20,23,87.0,3,5,60.0,0.0,0,3,0,0
8,2017-12-31,Sun,Matchweek 21,Away,D 1–1,Arsenal,West Brom,N,WB,54,0,0,0,0,0,0,0,0,48,2,0,0,0.0,0.0,0.0,0,0,34,43,79.1,2,27,1,2,1,0,0,0,0,0,0,0,0,0,0,0,440,115,21,91.3,9,15,60.0,1,1,100.0,0.0,0,5,1,0
9,2018-01-03,Wed,Matchweek 22,Home,D 2–2,Arsenal,Chelsea,Y,WB,90,0,0,0,0,0,0,0,0,72,6,0,1,0.0,0.0,0.1,3,0,47,56,83.9,4,36,2,4,3,2,0,1,0,0,0,0,0,0,0,0,849,252,19,82.6,23,23,100.0,5,8,62.5,0.2,1,4,0,0
10,2018-01-14,Sun,Matchweek 23,Away,L 1–2,Arsenal,Bournemouth,Y,"WB,LB",90,0,0,0,0,1,0,0,0,66,2,1,2,0.1,0.1,0.0,0,0,40,58,69.0,5,36,1,2,2,0,0,0,0,0,0,0,0,0,0,0,610,273,21,84.0,18,27,66.7,1,2,50.0,0.0,0,0,0,0
11,2018-01-20,Sat,Matchweek 24,Home,W 4–1,Arsenal,Crystal Palace,N,LB,57,0,0,0,0,0,0,0,0,44,2,2,0,0.0,0.0,0.0,0,0,39,41,95.1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,163,22,100.0,13,15,86.7,2,2,100.0,0.0,0,3,0,0
17,2018-03-11,Sun,Matchweek 30,Home,W 3–0,Arsenal,Watford,Y,RB,90,0,0,0,0,0,0,0,0,77,3,0,1,0.0,0.0,0.0,2,0,47,58,81.0,2,37,1,3,2,2,0,0,0,0,0,0,0,0,0,0,645,251,34,91.9,10,14,71.4,2,4,50.0,0.0,1,2,2,0
18,2018-04-15,Sun,Matchweek 34,Away,L 1–2,Arsenal,Newcastle Utd,N,RB,13,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,13,14,92.9,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255,58,6,100.0,4,5,80.0,3,3,100.0,0.0,0,0,0,0
19,2018-04-22,Sun,Matchweek 35,Home,W 4–1,Arsenal,West Ham,N,"RM,CM",46,0,0,0,0,0,0,1,0,49,0,1,2,0.0,0.0,0.0,1,0,38,45,84.4,4,35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,489,141,25,89.3,11,12,91.7,1,2,50.0,0.1,1,6,1,0
20,2018-04-29,Sun,Matchweek 36,Away,L 1–2,Arsenal,Manchester Utd,Y,"DM,RM",90,0,0,0,0,1,0,0,0,52,3,0,3,0.1,0.1,0.1,2,0,35,38,92.1,5,36,4,3,2,2,0,0,0,0,0,0,0,0,0,0,550,148,17,100.0,14,15,93.3,1,1,100.0,0.0,1,2,2,0
22,2018-05-09,Wed,Matchweek 31,Away,L 1–3,Arsenal,Leicester City,Y,RB,90,0,0,0,0,0,0,0,0,66,3,1,2,0.0,0.0,0.5,3,0,41,54,75.9,3,32,2,4,4,2,0,1,0,0,0,0,0,0,0,0,619,192,23,85.2,14,16,87.5,4,6,66.7,0.4,2,1,2,0
23,2018-05-13,Sun,Matchweek 38,Away,W 1–0,Arsenal,Huddersfield,N,RM,19,0,0,0,0,0,0,0,0,17,1,1,1,0.0,0.0,0.0,0,0,8,12,66.7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,52,3,100.0,3,4,75.0,1,1,100.0,0.0,0,1,0,0
