,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2017-08-11,Fri,Matchweek 1,Home,W 4–3,Arsenal,Leicester City,Y,"WB,RB",90,48,67,71.6,985,289,23,27,85.2,14,18,77.8,11,16,68.8,0,0.1,0.0,2,7,2,1,6,Match Report
1,2017-08-19,Sat,Matchweek 2,Away,L 0–1,Arsenal,Stoke City,Y,"WB,RB",90,52,63,82.5,1038,281,19,19,100.0,25,29,86.2,8,11,72.7,0,0.4,0.5,3,4,6,2,8,Match Report
2,2017-08-27,Sun,Matchweek 3,Away,L 0–4,Arsenal,Liverpool,Y,"WB,RW",61,24,28,85.7,441,119,11,12,91.7,9,10,90.0,4,6,66.7,0,0.0,0.1,0,1,0,0,2,Match Report
3,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
5,2017-09-16,Sat,Matchweek 5,Home,D 1–1,Liverpool,Burnley,N,LW,12,8,9,88.9,147,57,2,3,66.7,5,5,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,2,Match Report
8,2017-10-14,Sat,Matchweek 8,Home,D 0–0,Liverpool,Manchester Utd,N,RW,13,8,13,61.5,194,69,2,3,66.7,3,4,75.0,3,5,60.0,0,0.2,0.2,2,0,1,1,0,Match Report
9,2017-10-22,Sun,Matchweek 9,Away,L 1–4,Liverpool,Tottenham,N,"LW,CB",60,16,23,69.6,251,21,6,7,85.7,5,8,62.5,2,4,50.0,0,0.1,0.1,1,1,0,0,0,Match Report
10,2017-10-28,Sat,Matchweek 10,Home,W 3–0,Liverpool,Huddersfield,N,"LW,RW",25,15,18,83.3,215,46,9,9,100.0,4,7,57.1,1,1,100.0,0,0.0,0.0,0,1,0,0,2,Match Report
11,2017-11-04,Sat,Matchweek 11,Away,W 4–1,Liverpool,West Ham,Y,AM,86,21,30,70.0,442,156,6,10,60.0,11,14,78.6,3,4,75.0,0,0.1,0.1,2,4,1,0,3,Match Report
12,2017-11-18,Sat,Matchweek 12,Home,W 3–0,Liverpool,Southampton,N,"LW,RW",17,10,11,90.9,175,12,5,6,83.3,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Match Report
