,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2017-08-13,Sun,Matchweek 1,Home,W 4–0,Manchester Utd,West Ham,Y,RW,75,0,0,0,0,0,0,0,0,48,2,2,1,0.0,0.0,0.2,5,0,35,44,79.5,1,22,1,1,1,4,1,0,0,0,0,0,0,0,0,0,436,120,22,91.7,9,10,90.0,1,5,20.0,0.4,2,1,0,0
1,2017-08-19,Sat,Matchweek 2,Away,W 4–0,Manchester Utd,Swansea City,Y,RW,74,0,0,0,0,1,0,0,0,60,0,1,0,0.1,0.1,0.4,4,0,43,58,74.1,1,41,0,3,2,3,1,0,0,0,0,0,0,0,0,0,707,127,21,87.5,16,25,64.0,4,6,66.7,0.3,2,3,0,0
2,2017-08-26,Sat,Matchweek 3,Home,W 2–0,Manchester Utd,Leicester City,Y,RW,66,0,0,0,0,1,1,0,0,56,0,0,0,0.1,0.1,0.1,3,0,50,55,90.9,7,44,3,1,1,2,0,1,0,0,0,0,0,0,0,0,668,135,33,94.3,11,13,84.6,3,3,100.0,0.2,1,2,4,1
3,2017-09-09,Sat,Matchweek 4,Away,D 2–2,Manchester Utd,Stoke City,N,RW,19,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,1,0,15,21,71.4,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,211,51,8,100.0,5,6,83.3,1,5,20.0,0.1,0,1,0,0
4,2017-09-17,Sun,Matchweek 5,Home,W 4–0,Manchester Utd,Everton,Y,RW,76,0,0,0,0,1,0,0,0,49,0,0,1,0.1,0.1,0.4,4,0,35,44,79.5,5,27,0,1,0,3,0,0,1,0,0,0,0,0,0,0,578,152,18,85.7,10,14,71.4,5,6,83.3,0.1,3,6,2,1
5,2017-09-23,Sat,Matchweek 6,Away,W 1–0,Manchester Utd,Southampton,Y,RW,61,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.1,2,0,19,29,65.5,2,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,289,80,11,73.3,6,7,85.7,2,6,33.3,0.1,1,2,0,0
6,2017-09-30,Sat,Matchweek 7,Home,W 4–0,Manchester Utd,Crystal Palace,Y,RW,76,1,0,0,0,1,1,0,0,45,0,0,1,0.3,0.3,0.1,4,0,37,42,88.1,7,25,1,0,0,3,1,0,0,0,0,0,0,0,0,0,648,216,12,92.3,12,14,85.7,7,9,77.8,0.1,3,4,5,2
8,2017-10-21,Sat,Matchweek 9,Away,L 1–2,Manchester Utd,Huddersfield,Y,RW,45,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,19,23,82.6,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,357,16,7,100.0,7,8,87.5,3,5,60.0,0.0,0,0,0,0
10,2017-11-18,Sat,Matchweek 12,Home,W 4–1,Manchester Utd,Newcastle Utd,Y,AM,82,0,1,0,0,0,0,0,0,55,1,1,0,0.0,0.0,0.6,5,1,39,51,76.5,6,36,4,1,1,2,2,0,1,0,1,0,0,0,0,0,604,170,21,87.5,14,19,73.7,3,5,60.0,0.1,2,5,2,0
11,2017-11-25,Sat,Matchweek 13,Home,W 1–0,Manchester Utd,Brighton,Y,RW,61,0,0,0,0,1,1,0,0,42,0,0,0,0.0,0.0,0.1,3,0,31,36,86.1,4,28,1,3,0,3,0,0,0,0,0,0,0,0,0,0,422,80,17,89.5,10,10,100.0,1,2,50.0,0.1,2,3,1,1
14,2017-12-13,Wed,Matchweek 17,Home,W 1–0,Manchester Utd,Bournemouth,Y,"RW,RM",90,0,1,0,0,1,0,0,0,82,0,1,0,0.1,0.1,0.3,5,1,63,76,82.9,7,46,5,1,1,4,0,1,0,0,1,0,0,0,0,0,825,183,36,94.7,17,22,77.3,2,7,28.6,0.3,3,4,2,1
15,2017-12-17,Sun,Matchweek 18,Away,W 2–1,Manchester Utd,West Brom,Y,RW,90,0,1,0,0,0,0,0,0,57,1,2,1,0.0,0.0,0.0,3,3,44,53,83.0,5,35,0,2,2,2,0,1,0,0,2,0,1,0,0,0,596,71,27,93.1,13,15,86.7,2,3,66.7,0.0,1,1,1,0
16,2017-12-23,Sat,Matchweek 19,Away,D 2–2,Manchester Utd,Leicester City,Y,RW,82,2,0,0,0,5,3,0,0,61,3,0,0,0.4,0.4,0.2,6,1,39,51,76.5,4,27,2,3,3,5,0,1,0,0,1,0,0,0,0,0,510,165,24,85.7,7,11,63.6,3,5,60.0,0.1,4,2,1,1
17,2017-12-26,Tue,Matchweek 20,Home,D 2–2,Manchester Utd,Burnley,Y,RW,90,0,0,0,0,2,0,0,0,73,0,1,1,0.1,0.1,0.1,5,0,53,66,80.3,7,40,3,0,0,4,1,0,0,0,0,0,0,0,0,0,703,215,31,93.9,15,22,68.2,2,5,40.0,0.2,2,2,2,0
18,2017-12-30,Sat,Matchweek 21,Home,D 0–0,Manchester Utd,Southampton,Y,RW,90,0,0,0,0,1,1,0,0,61,1,0,2,0.1,0.1,0.3,6,0,47,57,82.5,6,41,5,2,2,6,0,0,0,0,0,0,0,0,0,0,687,237,29,93.5,12,15,80.0,5,9,55.6,0.3,3,7,2,1
19,2018-01-01,Mon,Matchweek 22,Away,W 2–0,Manchester Utd,Everton,Y,RW,89,0,0,0,0,2,1,0,0,74,1,0,0,0.1,0.1,0.1,7,1,54,69,78.3,2,42,2,1,1,6,1,0,0,0,1,0,0,0,0,0,667,124,32,94.1,14,20,70.0,2,4,50.0,0.1,2,2,0,0
20,2018-01-15,Mon,Matchweek 23,Home,W 3–0,Manchester Utd,Stoke City,Y,RW,82,0,0,0,0,3,0,0,0,71,2,0,1,0.2,0.2,0.1,5,0,54,64,84.4,6,41,2,0,0,4,1,0,0,0,0,0,0,0,0,0,865,197,21,87.5,19,23,82.6,5,6,83.3,0.0,2,3,1,1
21,2018-01-20,Sat,Matchweek 24,Away,W 1–0,Manchester Utd,Burnley,Y,RW,71,0,0,0,0,0,0,0,0,58,0,2,0,0.0,0.0,0.0,0,0,43,54,79.6,3,31,3,1,1,0,0,0,0,0,0,0,0,0,0,0,729,144,24,92.3,10,15,66.7,7,8,87.5,0.0,0,2,0,0
