,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2017-10-21,Sat,Matchweek 9,Away,W 2–1,Bournemouth,Stoke City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2017-11-04,Sat,Matchweek 11,Away,W 1–0,Bournemouth,Newcastle Utd,Y,FW,74,12,13,92.3,217,65,7,7,100.0,3,4,75.0,2,2,100.0,0,0.0,0.1,1,2,2,1,4,Match Report
10,2017-12-23,Sat,Matchweek 19,Away,L 0–4,Bournemouth,Manchester City,Y,FW,71,6,10,60.0,63,7,6,6,100.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0,Match Report
11,2017-12-26,Tue,Matchweek 20,Home,D 3–3,Bournemouth,West Ham,Y,FW,90,14,19,73.7,215,63,9,12,75.0,3,3,100.0,2,3,66.7,0,0.4,0.2,2,0,3,1,2,Match Report
13,2018-01-01,Mon,Matchweek 22,Away,D 2–2,Bournemouth,Brighton,Y,FW,90,9,12,75.0,113,39,6,8,75.0,2,2,100.0,0,1,0.0,0,0.1,0.1,2,2,1,0,3,Match Report
14,2018-01-14,Sun,Matchweek 23,Home,W 2–1,Bournemouth,Arsenal,Y,FW,89,17,21,81.0,165,26,10,11,90.9,2,3,66.7,1,1,100.0,1,0.1,0.1,1,0,0,0,0,Match Report
15,2018-01-20,Sat,Matchweek 24,Away,D 1–1,Bournemouth,West Ham,Y,FW,90,18,30,60.0,283,28,12,22,54.5,4,4,100.0,2,3,66.7,0,0.1,0.1,1,0,1,0,2,Match Report
18,2018-02-11,Sun,Matchweek 27,Away,L 1–4,Bournemouth,Huddersfield,Y,FW,90,14,21,66.7,183,22,9,13,69.2,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,1,0,1,Match Report
24,2018-04-07,Sat,Matchweek 33,Home,D 2–2,Bournemouth,Crystal Palace,Y,FW,61,8,8,100.0,106,26,4,4,100.0,2,2,100.0,1,1,100.0,0,0.1,0.0,1,1,1,0,2,Match Report
26,2018-04-18,Wed,Matchweek 35,Home,L 0–2,Bournemouth,Manchester Utd,Y,FW,90,12,17,70.6,178,65,7,10,70.0,3,3,100.0,1,2,50.0,0,0.1,0.0,2,2,1,0,2,Match Report
28,2018-05-05,Sat,Matchweek 37,Home,W 1–0,Bournemouth,Swansea City,Y,FW,89,16,22,72.7,220,66,11,13,84.6,4,5,80.0,1,2,50.0,0,0.0,0.0,0,0,1,0,1,Match Report
