,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2017-08-12,Sat,Matchweek 1,Home,D 3–3,Watford,Liverpool,Y,RB,17,0,0,0,0,0,0,0,0,13,1,1,0,0.0,0.0,0.0,0,0,9,12,75.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160,12,3,100.0,4,6,66.7,1,1,100.0,0.0,0,0,0,0
1,2017-09-09,Sat,Matchweek 4,Away,W 2–0,Watford,Southampton,N,RB,29,1,0,0,0,1,1,0,0,20,1,3,0,0.0,0.0,0.0,0,0,8,10,80.0,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,223,72,1,50.0,3,4,75.0,4,4,100.0,0.0,0,0,1,1
2,2017-09-16,Sat,Matchweek 5,Home,L 0–6,Watford,Manchester City,Y,RB,90,0,0,0,0,0,0,0,0,41,2,4,2,0.0,0.0,0.0,0,0,21,27,77.8,2,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,332,85,8,88.9,11,15,73.3,0,1,0.0,0.0,1,1,0,0
12,2017-12-09,Sat,Matchweek 16,Away,L 0–1,Watford,Burnley,Y,RB,90,0,0,0,0,3,1,0,0,75,3,3,3,0.2,0.2,0.0,0,0,34,52,65.4,4,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,441,133,21,84.0,12,22,54.5,0,3,0.0,0.0,0,2,2,1
13,2017-12-12,Tue,Matchweek 17,Away,L 1–2,Watford,Crystal Palace,Y,WB,90,1,0,0,0,3,1,0,0,41,3,2,0,0.3,0.3,0.2,2,1,17,28,60.7,2,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,265,163,13,86.7,2,7,28.6,2,6,33.3,0.0,1,1,1,1
14,2017-12-16,Sat,Matchweek 18,Home,L 1–4,Watford,Huddersfield,Y,"CB,RB,WB",90,0,0,0,0,3,0,1,0,77,0,2,0,0.1,0.1,0.0,2,0,59,70,84.3,9,33,0,1,0,2,0,0,0,0,0,0,0,0,0,0,922,368,34,94.4,21,26,80.8,4,5,80.0,0.0,0,5,0,0
15,2017-12-23,Sat,Matchweek 19,Away,L 0–1,Watford,Brighton,Y,RB,90,0,0,0,0,0,0,0,0,83,3,2,1,0.0,0.0,0.0,0,0,43,68,63.2,5,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,625,296,25,80.6,12,24,50.0,4,8,50.0,0.0,0,5,1,0
16,2017-12-26,Tue,Matchweek 20,Home,W 2–1,Watford,Leicester City,Y,RB,90,0,0,0,0,0,0,0,0,64,2,1,0,0.0,0.0,0.0,0,0,39,55,70.9,10,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,591,367,21,84.0,14,18,77.8,2,9,22.2,0.0,0,7,0,0
17,2017-12-30,Sat,Matchweek 21,Home,L 1–2,Watford,Swansea City,Y,RB,90,0,0,0,0,0,0,0,0,56,3,1,0,0.0,0.0,0.1,1,0,42,49,85.7,5,28,4,1,0,1,0,0,0,0,0,0,0,0,0,0,622,231,26,96.3,11,13,84.6,4,7,57.1,0.1,1,2,2,1
18,2018-01-02,Tue,Matchweek 22,Away,L 1–3,Watford,Manchester City,Y,RB,90,0,0,0,0,1,0,0,0,48,4,5,0,0.0,0.0,0.0,0,0,26,36,72.2,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,300,123,20,95.2,5,8,62.5,0,5,0.0,0.0,0,1,0,0
19,2018-01-13,Sat,Matchweek 23,Home,D 2–2,Watford,Southampton,Y,RB,90,0,0,0,0,3,2,0,0,83,4,3,1,0.1,0.1,0.2,5,1,49,70,70.0,4,36,2,0,0,3,0,0,0,1,0,0,0,1,0,0,888,517,26,81.3,14,24,58.3,8,12,66.7,0.1,3,5,3,3
