,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2019-08-10,Sat,Matchweek 1,Away,W 3–0,Brighton,Watford,Y,CB,90,0,0,0,0,0,0,0,0,65,4,2,2,0.0,0.0,0.0,0,0,37,50,74.0,2,26,1,1,1,Match Report
1,2019-08-17,Sat,Matchweek 2,Home,D 1–1,Brighton,West Ham,Y,CB,90,0,0,0,0,1,0,0,0,61,1,0,0,0.0,0.0,0.0,0,0,47,56,83.9,5,28,0,0,0,Match Report
2,2019-08-24,Sat,Matchweek 3,Home,L 0–2,Brighton,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,64,1,4,1,0.0,0.0,0.0,0,0,39,53,73.6,4,28,0,0,0,Match Report
3,2019-08-31,Sat,Matchweek 4,Away,L 0–4,Brighton,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
4,2019-09-14,Sat,Matchweek 5,Home,D 1–1,Brighton,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,53,1,3,0,0.0,0.0,0.0,1,0,29,40,72.5,3,15,0,1,1,Match Report
5,2019-09-21,Sat,Matchweek 6,Away,D 0–0,Brighton,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
7,2019-10-19,Sat,Matchweek 9,Away,L 1–2,Brighton,Aston Villa,N,CB,21,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,3,5,60.0,0,2,0,0,0,Match Report
9,2019-11-02,Sat,Matchweek 11,Home,W 2–0,Brighton,Norwich City,N,CB,55,1,0,0,0,1,1,0,0,40,0,1,0,0.3,0.3,0.0,1,0,30,36,83.3,2,28,1,0,0,Match Report
10,2019-11-10,Sun,Matchweek 12,Away,L 1–3,Brighton,Manchester Utd,Y,CB,90,0,0,0,0,1,0,0,0,59,2,4,3,0.3,0.3,0.0,0,0,40,45,88.9,2,32,0,0,0,Match Report
11,2019-11-23,Sat,Matchweek 13,Home,L 0–2,Brighton,Leicester City,Y,CB,90,0,0,0,0,2,0,0,0,41,0,1,0,0.3,0.3,0.0,0,0,32,36,88.9,3,23,0,0,0,Match Report
