,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2019-08-18,Sun,Matchweek 2,Away,D 1–1,Leicester City,Chelsea,Y,LB,90,0,0,0,0,1,0,0,0,68,4,0,2,0.0,0.0,0.1,3,0,38,54,70.4,3,35,2,3,1,3,0,0,0,0,0,0,0,0,0,0,733,275,11,84.6,23,27,85.2,4,9,44.4,0.0,2,0,0,0
1,2019-08-24,Sat,Matchweek 3,Away,W 2–1,Leicester City,Sheffield Utd,Y,"LB,LW",90,0,0,0,0,1,0,0,0,88,2,0,2,0.1,0.1,0.0,1,1,57,76,75.0,4,41,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1112,384,24,88.9,21,24,87.5,10,21,47.6,0.1,0,3,2,1
2,2019-08-31,Sat,Matchweek 4,Home,W 3–1,Leicester City,Bournemouth,N,CB,5,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,9,11,81.8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,26,7,100.0,2,2,100.0,0,2,0.0,0.0,0,0,0,0
3,2019-12-04,Wed,Matchweek 15,Home,W 2–0,Leicester City,Watford,Y,"LB,CB",90,0,0,0,0,0,0,0,0,94,3,2,2,0.0,0.0,0.0,1,1,57,75,76.0,6,42,1,1,0,1,0,0,0,0,1,0,0,0,0,0,990,345,26,78.8,28,32,87.5,3,7,42.9,0.0,0,5,1,0
4,2019-12-28,Sat,Matchweek 20,Away,W 2–1,Leicester City,West Ham,Y,LB,90,0,0,0,0,2,1,0,0,76,1,2,0,0.1,0.1,0.0,0,0,55,69,79.7,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,473,25,92.6,25,31,80.6,5,10,50.0,0.0,0,5,0,0
5,2020-01-01,Wed,Matchweek 21,Away,W 3–0,Leicester City,Newcastle Utd,Y,CB,90,0,0,0,0,1,0,0,0,146,0,4,0,0.0,0.0,0.0,0,0,126,136,92.6,14,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2133,656,59,96.7,55,59,93.2,11,15,73.3,0.0,0,18,1,0
6,2020-01-19,Sun,Matchweek 23,Away,L 1–2,Leicester City,Burnley,Y,"LB,CB",90,0,0,0,0,0,0,0,0,77,1,1,1,0.0,0.0,0.0,1,0,45,66,68.2,5,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,791,382,23,85.2,15,22,68.2,5,12,41.7,0.1,0,7,1,0
8,2020-02-22,Sat,Matchweek 27,Home,L 0–1,Leicester City,Manchester City,Y,CB,89,0,0,0,0,0,0,0,0,60,1,4,1,0.0,0.0,0.0,2,0,38,51,74.5,2,34,0,1,1,2,0,0,0,0,0,0,0,0,0,0,767,371,16,84.2,14,19,73.7,7,11,63.6,0.0,0,2,0,0
13,2020-07-04,Sat,Matchweek 33,Home,W 3–0,Leicester City,Crystal Palace,N,FW,16,0,0,0,0,0,0,0,0,15,0,1,0,0.0,0.0,0.0,1,1,9,12,75.0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,136,48,4,100.0,5,6,83.3,0,2,0.0,0.0,0,0,0,0
14,2020-07-07,Tue,Matchweek 34,Away,D 1–1,Leicester City,Arsenal,N,"LB,LM",32,0,0,0,0,0,0,0,0,37,0,1,0,0.0,0.0,0.0,0,0,28,35,80.0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,123,16,100.0,11,12,91.7,1,7,14.3,0.0,0,1,1,0
15,2020-07-12,Sun,Matchweek 35,Away,L 1–4,Leicester City,Bournemouth,Y,"WB,LB",90,0,0,0,0,0,0,0,0,79,2,2,0,0.0,0.0,0.0,2,0,55,72,76.4,4,47,1,0,0,2,0,0,0,0,0,0,0,0,0,0,828,225,33,97.1,14,22,63.6,5,11,45.5,0.0,0,1,0,0
