,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2020-03-07,Sat,Matchweek 29,Away,D 0–0,Brighton,Wolves,N,"RM,RW",11,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,5,9,55.6,2,4,0,0,0,Match Report
1,2020-06-20,Sat,Matchweek 30,Home,W 2–1,Brighton,Arsenal,N,DM,1,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,1,1,2,2,100.0,1,2,0,0,0,Match Report
2,2020-06-23,Tue,Matchweek 31,Away,D 0–0,Brighton,Leicester City,Y,AM,57,0,0,0,0,2,0,0,0,25,2,1,2,0.1,0.1,0.0,2,0,6,16,37.5,0,3,1,1,1,Match Report
3,2020-06-30,Tue,Matchweek 32,Home,L 0–3,Brighton,Manchester Utd,Y,"FW,RM",80,0,0,0,0,1,0,0,0,38,1,0,4,0.1,0.1,0.2,4,0,21,30,70.0,1,14,0,2,0,Match Report
4,2020-07-04,Sat,Matchweek 33,Away,W 1–0,Brighton,Norwich City,N,FW,12,0,0,0,0,0,0,0,0,5,2,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0,Match Report
5,2020-07-08,Wed,Matchweek 34,Home,L 1–3,Brighton,Liverpool,Y,LM,70,0,0,0,0,0,0,0,0,30,2,0,2,0.0,0.0,0.0,2,0,14,21,66.7,1,18,0,0,0,Match Report
6,2020-07-11,Sat,Matchweek 35,Home,L 0–5,Brighton,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
7,2020-07-16,Thu,Matchweek 36,Away,D 1–1,Brighton,Southampton,N,WB,15,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,6,0,1,1,Match Report
8,2020-07-20,Mon,Matchweek 37,Home,D 0–0,Brighton,Newcastle Utd,N,RW,33,0,0,0,0,0,0,0,0,20,1,0,3,0.0,0.0,0.0,0,0,9,13,69.2,0,8,0,0,0,Match Report
9,2020-07-26,Sun,Matchweek 38,Away,W 2–1,Brighton,Burnley,Y,AM,73,0,0,0,0,3,1,0,0,29,0,0,1,0.3,0.3,0.1,1,0,12,20,60.0,1,14,1,0,0,Match Report
