,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2019-08-10,Sat,Matchweek 1,Home,L 0–3,Watford,Brighton,Y*,FW,90,9,22,40.9,61,33,5,10,50.0,0,3,0.0,0,1,0.0,0,0.1,0.2,1,2,0,0,1,Match Report
3,2019-11-08,Fri,Matchweek 12,Away,W 2–0,Watford,Norwich City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2019-11-30,Sat,Matchweek 14,Away,L 1–2,Watford,Southampton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
7,2019-12-07,Sat,Matchweek 16,Home,D 0–0,Watford,Crystal Palace,Y*,FW,90,13,20,65.0,187,81,9,13,69.2,3,5,60.0,1,1,100.0,0,0.0,0.0,1,3,1,0,4,Match Report
8,2019-12-14,Sat,Matchweek 17,Away,L 0–2,Watford,Liverpool,Y*,FW,74,13,23,56.5,161,64,10,16,62.5,1,4,25.0,1,1,100.0,0,0.3,0.0,1,1,1,0,3,Match Report
9,2019-12-22,Sun,Matchweek 18,Home,W 2–0,Watford,Manchester Utd,Y*,FW,90,18,32,56.3,221,93,6,12,50.0,8,9,88.9,0,1,0.0,0,0.0,0.1,0,1,2,0,4,Match Report
11,2019-12-28,Sat,Matchweek 20,Home,W 3–0,Watford,Aston Villa,Y*,FW,90,22,35,62.9,293,72,10,17,58.8,10,12,83.3,0,1,0.0,0,0.2,0.2,3,2,3,0,5,Match Report
12,2020-01-01,Wed,Matchweek 21,Home,W 2–1,Watford,Wolves,Y*,FW,90,17,31,54.8,188,76,13,21,61.9,1,4,25.0,1,2,50.0,0,0.5,0.0,2,2,0,0,2,Match Report
13,2020-01-12,Sun,Matchweek 22,Away,W 3–0,Watford,Bournemouth,Y*,FW,90,25,41,61.0,350,132,15,23,65.2,7,10,70.0,1,3,33.3,0,0.3,0.1,4,3,1,0,7,Match Report
15,2020-01-21,Tue,Matchweek 24,Away,L 1–2,Watford,Aston Villa,Y*,FW,90,19,34,55.9,287,78,9,15,60.0,5,11,45.5,2,3,66.7,0,0.0,0.0,1,1,0,0,3,Match Report
16,2020-02-01,Sat,Matchweek 25,Home,L 2–3,Watford,Everton,Y*,FW,90,17,28,60.7,172,92,13,15,86.7,1,7,14.3,1,1,100.0,1,0.2,0.0,1,1,0,0,1,Match Report
17,2020-02-08,Sat,Matchweek 26,Away,D 1–1,Watford,Brighton,Y*,FW,90,13,30,43.3,152,64,9,15,60.0,2,6,33.3,0,4,0.0,0,0.0,0.0,0,2,2,0,4,Match Report
18,2020-02-23,Sun,Matchweek 27,Away,L 0–3,Watford,Manchester Utd,Y*,FW,75,12,29,41.4,205,39,5,11,45.5,5,13,38.5,1,1,100.0,0,0.0,0.0,1,1,0,0,2,Match Report
19,2020-02-29,Sat,Matchweek 28,Home,W 3–0,Watford,Liverpool,Y*,FW,90,10,38,26.3,103,30,6,16,37.5,2,15,13.3,0,1,0.0,1,0.3,0.0,1,0,0,0,1,Match Report
21,2020-06-20,Sat,Matchweek 30,Home,D 1–1,Watford,Leicester City,Y*,FW,90,16,27,59.3,244,86,9,16,56.3,6,9,66.7,1,1,100.0,0,0.3,0.1,1,4,0,0,3,Match Report
22,2020-06-25,Thu,Matchweek 31,Away,L 0–1,Watford,Burnley,Y*,FW,84,9,24,37.5,107,55,6,15,40.0,2,5,40.0,0,2,0.0,0,0.0,0.0,0,4,1,0,2,Match Report
23,2020-06-28,Sun,Matchweek 32,Home,L 1–3,Watford,Southampton,Y*,FW,90,9,22,40.9,145,51,4,9,44.4,2,9,22.2,2,2,100.0,0,0.0,0.0,0,1,1,0,2,Match Report
24,2020-07-04,Sat,Matchweek 33,Away,L 0–3,Watford,Chelsea,Y*,FW,63,12,19,63.2,210,65,5,7,71.4,4,8,50.0,2,3,66.7,0,0.0,0.0,1,2,0,0,2,Match Report
25,2020-07-07,Tue,Matchweek 34,Home,W 2–1,Watford,Norwich City,Y*,FW,90,22,38,57.9,313,97,13,18,72.2,9,12,75.0,0,2,0.0,0,0.1,0.2,2,0,2,1,4,Match Report
27,2020-07-17,Fri,Matchweek 36,Away,L 1–3,Watford,West Ham,Y*,FW,66,19,26,73.1,329,100,9,14,64.3,9,10,90.0,1,1,100.0,0,0.0,0.0,0,4,1,0,7,Match Report
28,2020-07-21,Tue,Matchweek 37,Home,L 0–4,Watford,Manchester City,Y*,FW,66,12,22,54.5,127,59,7,9,77.8,3,8,37.5,0,2,0.0,0,0.1,0.0,1,1,1,0,1,Match Report
29,2020-07-26,Sun,Matchweek 38,Away,L 2–3,Watford,Arsenal,Y*,FW,90,24,39,61.5,371,129,9,14,64.3,11,15,73.3,1,3,33.3,0,0.4,0.1,1,4,2,0,6,Match Report
