,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2019-08-10,Sat,Matchweek 1,Away,D 0–0,Everton,Crystal Palace,Y,LW,90,26,33,78.8,343,117,13,18,72.2,9,10,90.0,0,1,0.0,0,0.1,0.5,1,2,3,1,6,Match Report
1,2019-08-17,Sat,Matchweek 2,Home,W 1–0,Everton,Watford,Y,LW,90,13,22,59.1,159,86,8,11,72.7,2,3,66.7,1,3,33.3,0,0.2,0.0,3,2,0,0,1,Match Report
2,2019-08-23,Fri,Matchweek 3,Away,L 0–2,Everton,Aston Villa,Y,LW,61,13,22,59.1,166,41,7,9,77.8,5,8,62.5,0,2,0.0,0,0.0,0.0,0,2,0,0,1,Match Report
3,2019-09-01,Sun,Matchweek 4,Home,W 3–2,Everton,Wolves,N,LW,15,7,12,58.3,109,23,5,5,100.0,1,3,33.3,1,2,50.0,0,0.0,0.0,0,0,0,0,2,Match Report
4,2019-09-15,Sun,Matchweek 5,Away,L 1–3,Everton,Bournemouth,N,"LW,FW",20,9,13,69.2,122,25,5,7,71.4,4,5,80.0,0,1,0.0,0,0.0,0.1,0,0,2,0,2,Match Report
5,2019-09-21,Sat,Matchweek 6,Home,L 0–2,Everton,Sheffield Utd,Y,LW,54,21,28,75.0,389,92,12,15,80.0,6,6,100.0,3,4,75.0,0,0.0,0.1,1,3,1,0,2,Match Report
7,2019-10-05,Sat,Matchweek 8,Away,L 0–1,Everton,Burnley,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
8,2019-10-19,Sat,Matchweek 9,Home,W 2–0,Everton,West Ham,Y,LW,90,22,35,62.9,278,152,15,18,83.3,6,10,60.0,0,2,0.0,0,0.0,0.0,1,1,0,0,3,Match Report
9,2019-10-26,Sat,Matchweek 10,Away,L 2–3,Everton,Brighton,Y,LW,29,5,6,83.3,53,17,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Match Report
11,2019-12-01,Sun,Matchweek 14,Away,L 1–2,Everton,Leicester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
