,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2019-08-17,Sat,Matchweek 2,Away,D 1–1,West Ham,Brighton,Y,LB,90,0,0,0,0,0,0,1,0,90,4,2,2,0.0,0.0,0.0,0,0,55,70,78.6,5,45,5,5,4,0,0,0,0,0,0,0,0,0,0,0,722,265,36,85.7,15,20,75.0,2,5,40.0,0.0,0,2,0,0
1,2019-08-24,Sat,Matchweek 3,Away,W 3–1,West Ham,Watford,Y,LB,90,0,0,0,0,1,0,0,0,71,3,2,2,0.0,0.0,0.1,2,0,49,58,84.5,2,32,7,3,3,2,0,0,0,0,0,0,0,0,0,0,687,410,31,93.9,16,18,88.9,2,4,50.0,0.0,1,1,0,0
2,2019-08-31,Sat,Matchweek 4,Home,W 2–0,West Ham,Norwich City,Y,LB,90,0,1,0,0,0,0,0,0,75,6,2,2,0.0,0.0,0.8,2,1,54,60,90.0,3,39,3,3,2,2,0,0,0,0,1,0,0,0,0,0,834,378,33,97.1,18,19,94.7,3,5,60.0,0.6,2,5,1,1
3,2019-09-16,Mon,Matchweek 5,Away,D 0–0,West Ham,Aston Villa,Y,LB,66,0,0,0,0,1,0,2,1,72,3,0,1,0.0,0.0,0.0,1,0,49,62,79.0,6,39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,616,257,35,87.5,13,15,86.7,0,1,0.0,0.1,1,5,1,0
4,2019-10-19,Sat,Matchweek 9,Away,L 0–2,West Ham,Everton,Y,LB,90,0,0,0,0,0,0,0,0,65,2,3,3,0.0,0.0,0.0,1,0,36,52,69.2,1,22,1,3,1,1,0,0,0,0,0,0,0,0,0,0,452,196,25,92.6,7,14,50.0,2,5,40.0,0.0,1,1,1,1
5,2019-11-30,Sat,Matchweek 14,Away,W 1–0,West Ham,Chelsea,N,LM,8,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,3,75.0,1,2,50.0,0,1,0.0,0.0,0,0,0,0
7,2019-12-09,Mon,Matchweek 16,Home,L 1–3,West Ham,Arsenal,N,LB,40,0,0,0,0,0,0,0,0,38,2,1,0,0.0,0.0,0.1,1,0,27,32,84.4,5,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,506,157,10,83.3,14,17,82.4,3,3,100.0,0.0,1,4,1,1
10,2019-12-28,Sat,Matchweek 20,Home,L 1–2,West Ham,Leicester City,Y,LB,90,0,0,0,0,1,1,1,0,83,7,1,1,0.0,0.0,0.2,2,0,51,69,73.9,7,31,4,3,2,2,0,0,0,0,0,0,0,0,0,0,690,330,35,89.7,14,21,66.7,1,7,14.3,0.1,1,5,0,0
11,2020-01-01,Wed,Matchweek 21,Home,W 4–0,West Ham,Bournemouth,N,RM,8,0,0,0,0,1,1,0,0,19,0,0,0,0.0,0.0,0.0,1,0,16,17,94.1,1,14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,278,68,11,100.0,3,3,100.0,2,2,100.0,0.0,0,2,0,0
12,2020-01-10,Fri,Matchweek 22,Away,L 0–1,West Ham,Sheffield Utd,Y,WB,68,0,0,0,0,1,0,0,0,50,1,1,0,0.0,0.0,0.0,0,0,30,37,81.1,1,30,7,6,3,0,0,0,0,0,0,0,0,0,0,0,417,83,18,81.8,9,9,100.0,1,2,50.0,0.0,0,1,0,0
13,2020-01-18,Sat,Matchweek 23,Home,D 1–1,West Ham,Everton,N,LM,31,0,0,0,0,0,0,0,0,21,1,1,0,0.0,0.0,0.0,0,0,14,16,87.5,1,14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,203,24,9,100.0,3,3,100.0,1,2,50.0,0.0,0,1,0,0
14,2020-01-22,Wed,Matchweek 24,Away,L 1–4,West Ham,Leicester City,Y,LB,45,0,0,0,0,0,0,0,0,27,1,1,3,0.0,0.0,0.0,0,0,14,18,77.8,0,12,0,4,1,0,0,0,0,0,0,0,0,0,0,0,211,99,9,90.0,4,4,100.0,1,3,33.3,0.0,0,0,0,0
15,2020-01-29,Wed,Matchweek 18,Home,L 0–2,West Ham,Liverpool,Y,"LW,LB",90,0,0,0,0,0,0,0,0,69,5,0,2,0.0,0.0,0.0,0,0,34,51,66.7,4,41,4,9,5,0,0,0,0,0,0,0,0,0,0,0,508,206,19,70.4,13,13,100.0,1,6,16.7,0.0,0,2,0,0
16,2020-02-19,Wed,Matchweek 26,Away,L 0–2,West Ham,Manchester City,Y,LB,90,0,0,0,0,0,0,1,0,46,4,0,0,0.0,0.0,0.0,0,0,21,33,63.6,2,26,4,2,2,0,0,0,0,0,0,0,0,0,0,0,291,128,14,77.8,4,6,66.7,2,5,40.0,0.0,0,1,1,0
