,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2019-08-10,Sat,Matchweek 1,Home,L 0–5,West Ham,Manchester City,N,"RM,LW,CM",45,11,14,78.6,158,25,6,6,100.0,4,6,66.7,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Match Report
1,2019-08-17,Sat,Matchweek 2,Away,D 1–1,West Ham,Brighton,Y,LM,76,15,24,62.5,148,15,12,15,80.0,2,4,50.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0,Match Report
4,2019-09-16,Mon,Matchweek 5,Away,D 0–0,West Ham,Aston Villa,N,RM,29,17,20,85.0,370,104,8,10,80.0,2,3,66.7,7,7,100.0,0,0.1,0.0,1,4,2,0,5,Match Report
5,2019-09-22,Sun,Matchweek 6,Home,W 2–0,West Ham,Manchester Utd,Y,"CM,LM",90,35,44,79.5,491,106,24,27,88.9,5,7,71.4,4,7,57.1,0,0.0,0.0,1,4,0,0,4,Match Report
6,2019-09-28,Sat,Matchweek 7,Away,D 2–2,West Ham,Bournemouth,Y,CM,66,28,34,82.4,462,73,18,18,100.0,5,6,83.3,4,8,50.0,0,0.1,0.1,3,3,2,0,2,Match Report
7,2019-10-05,Sat,Matchweek 8,Home,L 1–2,West Ham,Crystal Palace,N,"RM,CM",23,6,10,60.0,87,6,4,6,66.7,2,2,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
10,2019-11-02,Sat,Matchweek 11,Home,L 2–3,West Ham,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
11,2019-11-09,Sat,Matchweek 12,Away,L 0–3,West Ham,Burnley,Y,FW,63,17,23,73.9,176,32,11,13,84.6,4,5,80.0,0,2,0.0,0,0.0,0.0,0,2,0,0,1,Match Report
13,2019-11-30,Sat,Matchweek 14,Away,W 1–0,West Ham,Chelsea,Y,LM,82,25,30,83.3,335,81,17,18,94.4,6,7,85.7,1,1,100.0,1,0.1,0.0,1,1,1,0,2,Match Report
14,2019-12-04,Wed,Matchweek 15,Away,L 0–2,West Ham,Wolves,Y,"LM,RM",90,32,44,72.7,459,79,20,25,80.0,8,11,72.7,2,2,100.0,0,0.3,0.0,1,2,1,0,1,Match Report
15,2019-12-09,Mon,Matchweek 16,Home,L 1–3,West Ham,Arsenal,Y,LM,90,35,43,81.4,484,103,19,23,82.6,10,11,90.9,3,4,75.0,1,0.2,0.3,1,4,2,0,7,Match Report
16,2019-12-14,Sat,Matchweek 17,Away,W 1–0,West Ham,Southampton,Y,"LM,RM",90,27,44,61.4,362,99,19,22,86.4,6,10,60.0,2,5,40.0,1,0.1,0.2,2,2,1,0,5,Match Report
17,2019-12-26,Thu,Matchweek 19,Away,L 1–2,West Ham,Crystal Palace,Y,LM,57,18,25,72.0,282,89,10,11,90.9,7,8,87.5,1,2,50.0,0,0.0,0.0,1,0,0,0,1,Match Report
18,2019-12-28,Sat,Matchweek 20,Home,L 1–2,West Ham,Leicester City,Y,"RW,RM",90,22,29,75.9,344,73,14,16,87.5,6,9,66.7,2,4,50.0,0,0.1,0.0,1,1,2,1,3,Match Report
19,2020-01-01,Wed,Matchweek 21,Home,W 4–0,West Ham,Bournemouth,Y,LM,90,35,47,74.5,510,83,19,20,95.0,15,19,78.9,1,6,16.7,0,0.0,0.1,0,1,1,0,4,Match Report
21,2020-01-18,Sat,Matchweek 23,Home,D 1–1,West Ham,Everton,Y,LM,59,27,36,75.0,401,78,17,19,89.5,4,5,80.0,4,6,66.7,0,0.0,0.0,0,2,0,0,2,Match Report
22,2020-01-22,Wed,Matchweek 24,Away,L 1–4,West Ham,Leicester City,N,RM,45,7,10,70.0,113,27,3,5,60.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Match Report
26,2020-02-24,Mon,Matchweek 27,Away,L 2–3,West Ham,Liverpool,N,"AM,DM",44,9,13,69.2,182,54,3,4,75.0,5,6,83.3,1,3,33.3,0,0.0,0.0,0,1,0,0,1,Match Report
27,2020-02-29,Sat,Matchweek 28,Home,W 3–1,West Ham,Southampton,Y,LM,89,23,32,71.9,357,209,9,13,69.2,11,14,78.6,1,2,50.0,2,0.9,0.4,2,3,2,0,6,Match Report
28,2020-03-07,Sat,Matchweek 29,Away,L 0–1,West Ham,Arsenal,Y,LM,86,25,32,78.1,403,166,14,15,93.3,9,13,69.2,2,3,66.7,0,0.0,0.0,1,4,1,0,6,Match Report
29,2020-06-20,Sat,Matchweek 30,Home,L 0–2,West Ham,Wolves,Y,LW,80,14,19,73.7,165,31,9,11,81.8,3,3,100.0,0,1,0.0,0,0.0,0.0,0,1,1,0,1,Match Report
30,2020-06-23,Tue,Matchweek 31,Away,L 0–2,West Ham,Tottenham,Y,LW,70,16,21,76.2,263,125,9,10,90.0,5,9,55.6,2,2,100.0,0,0.1,0.0,2,3,0,0,1,Match Report
31,2020-07-01,Wed,Matchweek 32,Home,W 3–2,West Ham,Chelsea,Y,"AM,LW",89,29,33,87.9,500,204,15,17,88.2,9,10,90.0,4,5,80.0,0,0.0,0.0,0,2,2,0,8,Match Report
32,2020-07-05,Sun,Matchweek 33,Away,D 2–2,West Ham,Newcastle Utd,Y,"AM,LW",74,23,30,76.7,339,55,15,16,93.8,7,10,70.0,1,2,50.0,0,0.0,0.0,0,3,1,0,2,Match Report
33,2020-07-08,Wed,Matchweek 34,Home,L 0–1,West Ham,Burnley,Y,"AM,LM",85,39,50,78.0,717,187,14,14,100.0,17,21,81.0,5,10,50.0,0,0.0,0.1,1,7,2,1,6,Match Report
