,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2019-08-11,Sun,Matchweek 1,Away,W 1–0,Arsenal,Newcastle Utd,Y*,DM,90.0,71.0,84.0,84.5,1221.0,459.0,30.0,32.0,93.8,34.0,40.0,85.0,5.0,9.0,55.6,0.0,0.1,0.0,2.0,14.0,2.0,0.0,11.0,Match Report
2,2019-08-24,Sat,Matchweek 3,Away,L 1–3,Arsenal,Liverpool,Y*,CM,90.0,75.0,84.0,89.3,1325.0,530.0,34.0,35.0,97.1,31.0,36.0,86.1,6.0,8.0,75.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,Match Report
3,2019-09-01,Sun,Matchweek 4,Home,D 2–2,Arsenal,Tottenham,Y*,CM,90.0,60.0,69.0,87.0,1227.0,447.0,23.0,25.0,92.0,23.0,29.0,79.3,11.0,12.0,91.7,0.0,0.1,0.0,3.0,14.0,1.0,0.0,16.0,Match Report
4,2019-09-15,Sun,Matchweek 5,Away,D 2–2,Arsenal,Watford,Y*,DM,90.0,44.0,53.0,83.0,755.0,215.0,16.0,19.0,84.2,25.0,29.0,86.2,3.0,4.0,75.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,Match Report
5,2019-09-22,Sun,Matchweek 6,Home,W 3–2,Arsenal,Aston Villa,Y*,"DM,CM",71.0,52.0,56.0,92.9,958.0,304.0,22.0,22.0,100.0,22.0,24.0,91.7,7.0,9.0,77.8,0.0,0.0,0.0,1.0,7.0,1.0,0.0,10.0,Match Report
6,2019-09-30,Mon,Matchweek 7,Away,D 1–1,Arsenal,Manchester Utd,Y*,CM,90.0,38.0,47.0,80.9,849.0,217.0,12.0,15.0,80.0,16.0,17.0,94.1,9.0,13.0,69.2,0.0,0.0,0.3,0.0,3.0,0.0,0.0,5.0,Match Report
7,2019-10-06,Sun,Matchweek 8,Home,W 1–0,Arsenal,Bournemouth,Y*,DM,90.0,52.0,61.0,85.2,979.0,270.0,19.0,22.0,86.4,27.0,29.0,93.1,6.0,8.0,75.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,Match Report
8,2019-10-21,Mon,Matchweek 9,Away,L 0–1,Arsenal,Sheffield Utd,Y*,DM,68.0,65.0,74.0,87.8,1288.0,295.0,27.0,32.0,84.4,28.0,29.0,96.6,9.0,11.0,81.8,0.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,Match Report
9,2019-10-27,Sun,Matchweek 10,Home,D 2–2,Arsenal,Crystal Palace,Y*,CM,60.0,28.0,36.0,77.8,553.0,207.0,11.0,12.0,91.7,9.0,13.0,69.2,7.0,9.0,77.8,1.0,0.1,0.1,1.0,1.0,0.0,0.0,3.0,Match Report
11,2019-12-01,Sun,Matchweek 14,Away,D 2–2,Arsenal,Norwich City,Y,"DM,CM",90.0,63.0,68.0,92.6,1368.0,371.0,17.0,19.0,89.5,35.0,36.0,97.2,11.0,12.0,91.7,0.0,0.0,0.0,0.0,9.0,1.0,0.0,12.0,Match Report
12,2019-12-05,Thu,Matchweek 15,Home,L 1–2,Arsenal,Brighton,Y,DM,90.0,45.0,52.0,86.5,993.0,362.0,15.0,16.0,93.8,19.0,20.0,95.0,10.0,14.0,71.4,0.0,0.1,0.0,2.0,10.0,1.0,0.0,7.0,Match Report
13,2019-12-09,Mon,Matchweek 16,Away,W 3–1,Arsenal,West Ham,Y,DM,85.0,75.0,87.0,86.2,1502.0,458.0,24.0,27.0,88.9,41.0,44.0,93.2,10.0,13.0,76.9,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,Match Report
15,2019-12-21,Sat,Matchweek 18,Away,D 0–0,Arsenal,Everton,Y,DM,90.0,60.0,70.0,85.7,1183.0,265.0,22.0,26.0,84.6,30.0,33.0,90.9,8.0,10.0,80.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,Match Report
16,2019-12-26,Thu,Matchweek 19,Away,D 1–1,Arsenal,Bournemouth,Y,DM,90.0,92.0,98.0,93.9,1889.0,547.0,29.0,30.0,96.7,43.0,45.0,95.6,18.0,19.0,94.7,0.0,0.1,0.1,3.0,18.0,4.0,1.0,22.0,Match Report
18,2020-01-01,Wed,Matchweek 21,Home,W 2–0,Arsenal,Manchester Utd,Y,"DM,CM",90.0,52.0,56.0,92.9,1050.0,220.0,20.0,21.0,95.2,24.0,26.0,92.3,8.0,8.0,100.0,0.0,0.0,0.1,0.0,3.0,3.0,1.0,3.0,Match Report
19,2020-01-11,Sat,Matchweek 22,Away,D 1–1,Arsenal,Crystal Palace,Y,DM,90.0,43.0,48.0,89.6,809.0,168.0,15.0,15.0,100.0,25.0,27.0,92.6,3.0,4.0,75.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,Match Report
20,2020-01-18,Sat,Matchweek 23,Home,D 1–1,Arsenal,Sheffield Utd,Y,DM,90.0,77.0,92.0,83.7,1414.0,480.0,32.0,35.0,91.4,34.0,41.0,82.9,9.0,12.0,75.0,0.0,0.0,0.1,0.0,8.0,1.0,1.0,9.0,Match Report
