,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2019-08-11,Sun,Matchweek 1,Away,L 0–4,Chelsea,Manchester Utd,Y,FW,65.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,9.0,14.0,64.3,1.0,12.0,1.0,1.0,0.0,Match Report
1,2019-08-18,Sun,Matchweek 2,Home,D 1–1,Chelsea,Leicester City,N,FW,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,7.0,8.0,87.5,1.0,9.0,1.0,0.0,0.0,Match Report
2,2019-08-24,Sat,Matchweek 3,Away,W 3–2,Chelsea,Norwich City,Y,FW,74.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,21.0,0.0,0.0,1.0,0.2,0.2,0.1,1.0,0.0,9.0,11.0,81.8,0.0,8.0,0.0,0.0,0.0,Match Report
3,2019-08-31,Sat,Matchweek 4,Home,D 2–2,Chelsea,Sheffield Utd,Y,FW,83.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,26.0,0.0,0.0,1.0,1.2,1.2,0.9,4.0,0.0,13.0,17.0,76.5,2.0,9.0,1.0,1.0,0.0,Match Report
4,2019-09-14,Sat,Matchweek 5,Away,W 5–2,Chelsea,Wolves,Y,FW,76.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,33.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,11.0,16.0,68.8,2.0,12.0,2.0,2.0,1.0,Match Report
5,2019-09-22,Sun,Matchweek 6,Home,L 1–2,Chelsea,Liverpool,Y,FW,76.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,24.0,0.0,1.0,0.0,0.6,0.6,0.0,1.0,0.0,10.0,16.0,62.5,1.0,12.0,2.0,0.0,0.0,Match Report
6,2019-09-28,Sat,Matchweek 7,Home,W 2–0,Chelsea,Brighton,Y,FW,83.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,1.0,0.1,6.0,0.0,10.0,13.0,76.9,0.0,10.0,2.0,1.0,1.0,Match Report
7,2019-10-06,Sun,Matchweek 8,Away,W 4–1,Chelsea,Southampton,Y,FW,83.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,20.0,0.0,0.0,1.0,0.2,0.2,0.2,1.0,0.0,4.0,11.0,36.4,1.0,11.0,0.0,1.0,0.0,Match Report
8,2019-10-19,Sat,Matchweek 9,Home,W 1–0,Chelsea,Newcastle Utd,Y,FW,90.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,20.0,0.0,1.0,1.0,0.7,0.7,0.0,2.0,0.0,5.0,9.0,55.6,1.0,8.0,1.0,2.0,1.0,Match Report
9,2019-10-26,Sat,Matchweek 10,Away,W 4–2,Chelsea,Burnley,Y,FW,69.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.1,0.1,0.1,1.0,1.0,10.0,15.0,66.7,3.0,11.0,1.0,1.0,0.0,Match Report
10,2019-11-02,Sat,Matchweek 11,Away,W 2–1,Chelsea,Watford,Y,FW,87.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.9,0.9,0.7,3.0,1.0,12.0,12.0,100.0,1.0,12.0,0.0,1.0,0.0,Match Report
11,2019-11-09,Sat,Matchweek 12,Home,W 2–0,Chelsea,Crystal Palace,Y,FW,72.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,0.9,0.9,0.0,1.0,0.0,10.0,16.0,62.5,1.0,11.0,0.0,2.0,0.0,Match Report
12,2019-11-23,Sat,Matchweek 13,Away,L 1–2,Chelsea,Manchester City,Y,FW,72.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,0.0,1.0,1.0,0.1,0.1,0.1,3.0,0.0,15.0,19.0,78.9,2.0,11.0,2.0,1.0,0.0,Match Report
14,2019-12-04,Wed,Matchweek 15,Home,W 2–1,Chelsea,Aston Villa,Y,FW,82.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,39.0,1.0,1.0,2.0,0.6,0.6,0.1,4.0,1.0,13.0,18.0,72.2,0.0,17.0,1.0,2.0,0.0,Match Report
15,2019-12-07,Sat,Matchweek 16,Away,L 1–3,Chelsea,Everton,Y,FW,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,16.0,18.0,88.9,1.0,11.0,1.0,0.0,0.0,Match Report
16,2019-12-14,Sat,Matchweek 17,Home,L 0–1,Chelsea,Bournemouth,Y,FW,90.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,4.0,13.0,30.8,0.0,11.0,0.0,0.0,0.0,Match Report
17,2019-12-22,Sun,Matchweek 18,Away,W 2–0,Chelsea,Tottenham,Y,FW,79.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.2,0.2,0.0,1.0,0.0,10.0,20.0,50.0,2.0,12.0,2.0,3.0,2.0,Match Report
18,2019-12-26,Thu,Matchweek 19,Home,L 0–2,Chelsea,Southampton,Y,FW,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,1.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,16.0,27.0,59.3,2.0,19.0,2.0,3.0,2.0,Match Report
19,2019-12-29,Sun,Matchweek 20,Away,W 2–1,Chelsea,Arsenal,Y,FW,90.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,30.0,0.0,1.0,1.0,0.5,0.5,0.0,5.0,1.0,9.0,17.0,52.9,4.0,18.0,2.0,1.0,1.0,Match Report
20,2020-01-01,Wed,Matchweek 21,Away,D 1–1,Chelsea,Brighton,Y,FW,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,33.0,1.0,0.0,1.0,0.2,0.2,0.1,4.0,1.0,13.0,22.0,59.1,1.0,21.0,2.0,2.0,1.0,Match Report
21,2020-01-11,Sat,Matchweek 22,Home,W 3–0,Chelsea,Burnley,Y,FW,90.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,29.0,0.0,0.0,2.0,0.6,0.6,0.0,3.0,0.0,10.0,16.0,62.5,3.0,12.0,1.0,2.0,1.0,Match Report
22,2020-01-18,Sat,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd,Y,FW,79.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.4,1.4,0.0,2.0,0.0,8.0,12.0,66.7,2.0,14.0,2.0,1.0,1.0,Match Report
23,2020-01-21,Tue,Matchweek 24,Home,D 2–2,Chelsea,Arsenal,Y,FW,90.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.2,0.2,0.0,3.0,2.0,7.0,10.0,70.0,0.0,11.0,0.0,4.0,2.0,Match Report
24,2020-02-01,Sat,Matchweek 25,Away,D 2–2,Chelsea,Leicester City,Y,FW,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,8.0,10.0,80.0,2.0,9.0,0.0,1.0,1.0,Match Report
