,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2019-08-10,Sat,Matchweek 1,Home,L 0–5,West Ham,Manchester City,Y,"RW,RM",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2,2019-08-24,Sat,Matchweek 3,Away,W 3–1,West Ham,Watford,Y,"LW,LM",77,7,4,0,1,2,0,0,2,1,0,1,0,0,0,Match Report
3,2019-08-31,Sat,Matchweek 4,Home,W 2–0,West Ham,Norwich City,Y,"LM,LW",87,9,7,0,0,2,0,0,1,1,0,0,0,0,0,Match Report
4,2019-09-16,Mon,Matchweek 5,Away,D 0–0,West Ham,Aston Villa,Y,LM,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2019-09-22,Sun,Matchweek 6,Home,W 2–0,West Ham,Manchester Utd,Y,LM,69,4,3,0,1,0,0,0,1,1,0,0,0,0,0,Match Report
6,2019-09-28,Sat,Matchweek 7,Away,D 2–2,West Ham,Bournemouth,Y,LM,90,6,5,0,0,0,0,1,2,2,0,0,0,0,0,Match Report
7,2019-10-05,Sat,Matchweek 8,Home,L 1–2,West Ham,Crystal Palace,Y,LM,90,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
8,2019-10-19,Sat,Matchweek 9,Away,L 0–2,West Ham,Everton,Y,LM,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
9,2019-10-26,Sat,Matchweek 10,Home,D 1–1,West Ham,Sheffield Utd,Y,LM,65,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2019-11-02,Sat,Matchweek 11,Home,L 2–3,West Ham,Newcastle Utd,Y,LM,90,8,6,1,1,0,0,0,0,0,0,0,0,0,0,Match Report
11,2019-11-09,Sat,Matchweek 12,Away,L 0–3,West Ham,Burnley,Y,LM,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
12,2019-11-23,Sat,Matchweek 13,Home,L 2–3,West Ham,Tottenham,Y,LM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2019-11-30,Sat,Matchweek 14,Away,W 1–0,West Ham,Chelsea,Y,FW,70,2,2,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
14,2019-12-04,Wed,Matchweek 15,Away,L 0–2,West Ham,Wolves,Y,"FW,CM",90,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2019-12-09,Mon,Matchweek 16,Home,L 1–3,West Ham,Arsenal,Y,FW,69,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
