,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2019-08-11,Sun,Matchweek 1,Away,L 0–4,Chelsea,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,66,2,1,2,0.0,0.0,0.0,1,0,53,59,89.8,6,42,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1066,243,15,93.8,32,33,97.0,6,7,85.7,0.0,0,2,1,0
1,2019-08-18,Sun,Matchweek 2,Home,D 1–1,Chelsea,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,45,2,2,0,0.0,0.0,0.0,0,0,26,32,81.3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,164,4,66.7,20,21,95.2,2,5,40.0,0.0,0,0,0,0
2,2019-08-24,Sat,Matchweek 3,Away,W 3–2,Chelsea,Norwich City,Y,CB,90,0,0,0,0,1,1,0,0,71,4,2,1,0.1,0.1,0.0,1,0,55,59,93.2,3,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1024,261,20,100.0,31,33,93.9,4,5,80.0,0.0,0,1,0,0
4,2019-09-14,Sat,Matchweek 5,Away,W 5–2,Chelsea,Wolves,Y,CB,90,0,0,0,0,0,0,1,0,65,1,1,0,0.0,0.0,0.0,1,1,48,53,90.6,2,41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,990,358,14,82.4,27,28,96.4,7,8,87.5,0.0,0,1,0,0
5,2019-09-22,Sun,Matchweek 6,Home,L 1–2,Chelsea,Liverpool,Y,CB,41,0,0,0,0,0,0,0,0,22,0,1,1,0.0,0.0,0.4,1,0,18,18,100.0,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,116,5,100.0,11,11,100.0,2,2,100.0,0.1,1,1,0,0
6,2019-09-28,Sat,Matchweek 7,Home,W 2–0,Chelsea,Brighton,Y,CB,90,0,0,0,0,0,0,1,0,70,3,0,1,0.0,0.0,0.0,1,0,56,62,90.3,4,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,936,311,22,91.7,30,31,96.8,2,5,40.0,0.0,0,1,0,0
11,2019-12-04,Wed,Matchweek 15,Home,W 2–1,Chelsea,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,76,2,2,1,0.0,0.0,0.0,0,0,65,68,95.6,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,422,26,100.0,35,35,100.0,4,7,57.1,0.0,0,1,0,0
12,2019-12-07,Sat,Matchweek 16,Away,L 1–3,Chelsea,Everton,Y,CB,90,0,0,0,0,2,0,0,0,92,0,2,0,0.1,0.1,0.0,1,0,75,81,92.6,2,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1739,390,13,100.0,49,51,96.1,13,16,81.3,0.0,0,2,0,0
18,2020-01-11,Sat,Matchweek 22,Home,W 3–0,Chelsea,Burnley,Y,CB,90,0,0,0,0,1,0,0,0,67,2,1,0,0.0,0.0,0.0,0,0,53,60,88.3,2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,392,18,90.0,26,29,89.7,8,10,80.0,0.0,0,3,0,0
19,2020-01-18,Sat,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,81,2,2,0,0.0,0.0,0.0,2,0,65,75,86.7,3,53,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1168,358,24,82.8,39,42,92.9,1,2,50.0,0.0,0,4,0,0
