,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2020-01-18,Sat,Matchweek 23,Away,D 1–1,Aston Villa,Brighton,Y,GK,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,21,26,80.8,0,15,0,0,0,Match Report
1,2020-01-21,Tue,Matchweek 24,Home,W 2–1,Aston Villa,Watford,Y,GK,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,1,0,28,34,82.4,0,16,0,0,0,Match Report
2,2020-02-01,Sat,Matchweek 25,Away,L 1–2,Aston Villa,Bournemouth,Y,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,21,30,70.0,0,19,0,0,0,Match Report
3,2020-02-16,Sun,Matchweek 26,Home,L 2–3,Aston Villa,Tottenham,Y,GK,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,30,36,83.3,0,20,0,0,0,Match Report
4,2020-02-22,Sat,Matchweek 27,Away,L 0–2,Aston Villa,Southampton,Y,GK,90,0,0,0,0,0,0,1,0,54,0,0,0,0.0,0.0,0.0,1,0,34,49,69.4,0,27,0,0,0,Match Report
5,2020-03-09,Mon,Matchweek 29,Away,L 0–4,Aston Villa,Leicester City,Y,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,18,29,62.1,0,10,0,0,0,Match Report
6,2020-06-17,Wed,Matchweek 28,Home,D 0–0,Aston Villa,Sheffield Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
7,2020-06-21,Sun,Matchweek 30,Home,L 1–2,Aston Villa,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
8,2020-06-24,Wed,Matchweek 31,Away,D 1–1,Aston Villa,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
9,2020-06-27,Sat,Matchweek 32,Home,L 0–1,Aston Villa,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
10,2020-07-05,Sun,Matchweek 33,Away,L 0–2,Aston Villa,Liverpool,Y,GK,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,14,32,43.8,0,16,0,0,0,Match Report
11,2020-07-09,Thu,Matchweek 34,Home,L 0–3,Aston Villa,Manchester Utd,Y,GK,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,18,26,69.2,0,13,0,0,0,Match Report
12,2020-07-12,Sun,Matchweek 35,Home,W 2–0,Aston Villa,Crystal Palace,Y,GK,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,20,32,62.5,0,16,0,0,0,Match Report
13,2020-07-16,Thu,Matchweek 36,Away,D 1–1,Aston Villa,Everton,Y,GK,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,32,42,76.2,0,16,0,0,0,Match Report
14,2020-07-21,Tue,Matchweek 37,Home,W 1–0,Aston Villa,Arsenal,Y,GK,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,24,35,68.6,0,17,0,0,0,Match Report
15,2020-07-26,Sun,Matchweek 38,Away,D 1–1,Aston Villa,West Ham,Y,GK,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,21,28,75.0,0,10,0,0,0,Match Report
