,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2019-08-10,Sat,Matchweek 1,Away,L 0–3,Southampton,Burnley,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2019-08-17,Sat,Matchweek 2,Home,L 1–2,Southampton,Liverpool,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2019-08-24,Sat,Matchweek 3,Away,W 2–0,Southampton,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
3,2019-08-31,Sat,Matchweek 4,Home,D 1–1,Southampton,Manchester Utd,Y,RB,90,33,46,71.7,615,306,15,18,83.3,14,19,73.7,3,8,37.5,0,0.0,0.0,0,2,2,1,3,Match Report
4,2019-09-14,Sat,Matchweek 5,Away,W 1–0,Southampton,Sheffield Utd,Y,WB,90,34,45,75.6,546,213,17,22,77.3,15,18,83.3,2,3,66.7,0,0.0,0.0,0,2,1,0,2,Match Report
5,2019-09-20,Fri,Matchweek 6,Home,L 1–3,Southampton,Bournemouth,Y,"RB,LB,WB",90,54,75,72.0,739,269,38,42,90.5,14,21,66.7,2,7,28.6,0,0.2,0.2,3,1,2,2,3,Match Report
7,2019-11-09,Sat,Matchweek 12,Home,L 1–2,Southampton,Everton,Y,LM,45,12,19,63.2,152,85,8,9,88.9,3,6,50.0,0,2,0.0,0,0.0,0.0,0,0,0,0,2,Match Report
8,2019-11-23,Sat,Matchweek 13,Away,D 2–2,Southampton,Arsenal,Y,RB,90,27,40,67.5,409,184,18,20,90.0,8,11,72.7,1,6,16.7,0,0.0,0.0,0,0,0,0,3,Match Report
9,2019-11-30,Sat,Matchweek 14,Home,W 2–1,Southampton,Watford,Y,RB,75,62,78,79.5,978,311,31,33,93.9,28,33,84.8,2,10,20.0,0,0.1,0.1,1,8,2,2,7,Match Report
10,2019-12-04,Wed,Matchweek 15,Home,W 2–1,Southampton,Norwich City,Y,RB,90,23,37,62.2,348,162,14,16,87.5,8,15,53.3,1,5,20.0,0,0.1,0.1,1,1,1,1,3,Match Report
11,2019-12-08,Sun,Matchweek 16,Away,L 1–2,Southampton,Newcastle Utd,Y,RB,90,33,45,73.3,506,243,23,25,92.0,6,9,66.7,4,8,50.0,0,0.1,0.1,1,3,2,1,3,Match Report
12,2019-12-14,Sat,Matchweek 17,Home,L 0–1,Southampton,West Ham,Y,RB,86,38,55,69.1,573,271,22,25,88.0,13,18,72.2,3,9,33.3,0,0.2,0.4,2,1,4,3,1,Match Report
13,2019-12-21,Sat,Matchweek 18,Away,W 3–1,Southampton,Aston Villa,Y,RB,90,31,44,70.5,468,171,18,20,90.0,10,13,76.9,3,8,37.5,0,0.0,0.0,0,0,0,0,1,Match Report
14,2019-12-26,Thu,Matchweek 19,Away,W 2–0,Southampton,Chelsea,Y,RB,90,26,43,60.5,387,216,18,20,90.0,5,12,41.7,2,9,22.2,0,0.0,0.0,0,1,0,0,2,Match Report
15,2019-12-28,Sat,Matchweek 20,Home,D 1–1,Southampton,Crystal Palace,Y,RB,90,33,47,70.2,527,178,16,18,88.9,11,16,68.8,3,8,37.5,0,0.0,0.1,0,3,1,0,3,Match Report
16,2020-01-01,Wed,Matchweek 21,Home,W 1–0,Southampton,Tottenham,Y,RB,90,32,48,66.7,519,309,17,22,77.3,12,19,63.2,3,7,42.9,0,0.1,0.0,1,2,1,1,4,Match Report
17,2020-01-11,Sat,Matchweek 22,Away,W 2–1,Southampton,Leicester City,Y,RB,90,32,50,64.0,445,335,16,23,69.6,12,15,80.0,1,6,16.7,0,0.0,0.0,0,2,0,0,4,Match Report
18,2020-01-18,Sat,Matchweek 23,Home,L 2–3,Southampton,Wolves,Y,RB,90,36,55,65.5,556,255,23,25,92.0,8,15,53.3,4,13,30.8,1,0.1,0.2,2,5,2,2,6,Match Report
19,2020-01-21,Tue,Matchweek 24,Away,W 2–0,Southampton,Crystal Palace,Y,RB,20,7,10,70.0,62,30,6,6,100.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
20,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
21,2020-07-01,Wed,Matchweek 32,Home,W 4–0,Arsenal,Norwich City,N,RM,14,7,11,63.6,106,45,4,5,80.0,0,3,0.0,1,1,100.0,0,0.0,0.0,0,1,1,0,3,Match Report
22,2020-07-04,Sat,Matchweek 33,Away,W 2–0,Arsenal,Wolves,Y,RM,75,24,28,85.7,400,62,14,15,93.3,8,10,80.0,2,3,66.7,0,0.0,0.0,0,2,0,0,2,Match Report
24,2020-07-12,Sun,Matchweek 35,Away,L 1–2,Arsenal,Tottenham,N,RB,7,10,15,66.7,200,93,4,4,100.0,4,6,66.7,2,3,66.7,0,0.0,0.0,0,1,0,0,1,Match Report
25,2020-07-15,Wed,Matchweek 36,Home,W 2–1,Arsenal,Liverpool,Y,"RM,RB",75,14,24,58.3,190,57,10,12,83.3,3,7,42.9,1,3,33.3,0,0.0,0.0,0,0,0,0,0,Match Report
26,2020-07-21,Tue,Matchweek 37,Away,L 0–1,Arsenal,Aston Villa,Y,"RM,RB",78,41,57,71.9,573,180,29,35,82.9,8,14,57.1,2,5,40.0,0,0.0,0.0,1,2,1,0,5,Match Report
27,2020-07-26,Sun,Matchweek 38,Home,W 3–2,Arsenal,Watford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
