,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2020-01-18,Sat,Matchweek 23,Home,W 1–0,Norwich City,Bournemouth,N,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
1,2020-01-22,Wed,Matchweek 24,Away,L 1–2,Norwich City,Tottenham,Y,"RW,DM",85,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2,2020-02-01,Sat,Matchweek 25,Away,D 0–0,Norwich City,Newcastle Utd,Y,"RW,DM",88,3,2,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
3,2020-02-15,Sat,Matchweek 26,Home,L 0–1,Norwich City,Liverpool,Y,RW,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
4,2020-02-23,Sun,Matchweek 27,Away,L 0–3,Norwich City,Wolves,Y,RW,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2020-02-28,Fri,Matchweek 28,Home,W 1–0,Norwich City,Leicester City,N,LW,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
6,2020-03-07,Sat,Matchweek 29,Away,L 0–1,Norwich City,Sheffield Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
7,2020-06-19,Fri,Matchweek 30,Home,L 0–3,Norwich City,Southampton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
8,2020-06-24,Wed,Matchweek 31,Home,L 0–1,Norwich City,Everton,Y,RW,70,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
9,2020-07-01,Wed,Matchweek 32,Away,L 0–4,Norwich City,Arsenal,Y,CM,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2020-07-04,Sat,Matchweek 33,Home,L 0–1,Norwich City,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
11,2020-07-07,Tue,Matchweek 34,Away,L 1–2,Norwich City,Watford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
12,2020-07-11,Sat,Matchweek 35,Home,L 0–4,Norwich City,West Ham,N,LW,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2020-07-14,Tue,Matchweek 36,Away,L 0–1,Norwich City,Chelsea,Y,"CM,DM",88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
14,2020-07-18,Sat,Matchweek 37,Home,L 0–2,Norwich City,Burnley,N,RM,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2020-07-26,Sun,Matchweek 38,Away,L 0–5,Norwich City,Manchester City,Y,DM,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
